Timestep,formula,C_cout,H_count,C/H,H/C
211.6094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
211.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
212.0094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
212.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
212.4094, 'C39H21', 39, 21, 1.8571428571428572, 0.5384615384615384
212.6094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
212.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
213.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
213.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
213.4094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
213.6094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
213.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
214.0094, 'C62H35', 62, 35, 1.7714285714285714, 0.5645161290322581
214.2094, 'C66H36', 66, 36, 1.8333333333333333, 0.5454545454545454
214.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
214.6094, 'C62H35', 62, 35, 1.7714285714285714, 0.5645161290322581
214.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
215.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
215.2094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
215.4094, 'C62H35', 62, 35, 1.7714285714285714, 0.5645161290322581
215.6094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
215.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
216.0094, 'C63H33', 63, 33, 1.9090909090909092, 0.5238095238095238
216.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
216.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
216.6094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
216.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
217.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
217.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
217.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
217.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
217.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
218.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
218.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
218.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
218.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
218.8094, 'C64H32', 64, 32, 2.0, 0.5
219.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
219.2094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
219.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
219.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
219.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
220.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
220.2094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
220.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
220.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
220.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
221.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
221.2094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
221.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
221.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
221.8094, 'C58H30', 58, 30, 1.9333333333333333, 0.5172413793103449
222.0094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
222.2094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
222.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
222.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
222.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
223.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
223.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
223.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
223.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
223.8094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
224.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
224.2094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
224.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
224.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
224.8094, 'C59H30', 59, 30, 1.9666666666666666, 0.5084745762711864
225.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
225.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
225.4094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
225.6094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
225.8094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
226.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
226.2094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
226.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
226.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
226.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
227.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
227.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
227.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
227.6094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
227.8094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
228.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
228.2094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
228.4094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
228.6094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
228.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
229.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
229.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
229.4094, 'C61H33', 61, 33, 1.8484848484848484, 0.5409836065573771
229.6094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
229.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
230.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
230.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
230.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
230.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
230.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
231.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
231.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
231.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
231.6094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
231.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
232.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
232.2094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
232.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
232.6094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
232.8094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
233.0094, 'C42H23', 42, 23, 1.826086956521739, 0.5476190476190477
233.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
233.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
233.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
233.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
234.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
234.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
234.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
234.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
234.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
235.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
235.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
235.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
235.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
235.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
236.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
236.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
236.4094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
236.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
236.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
237.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
237.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
237.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
237.6094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
237.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
238.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
238.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
238.4094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
238.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
238.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
239.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
239.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
239.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
239.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
239.8094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
240.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
240.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
240.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
240.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
240.8094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
241.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
241.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
241.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
241.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
241.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
242.0094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
242.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
242.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
242.6094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
242.8094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
243.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
243.2094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
243.4094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
243.6094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
243.8094, 'C63H32', 63, 32, 1.96875, 0.5079365079365079
244.0094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
244.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
244.4094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
244.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
244.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
245.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
245.2094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
245.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
245.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
245.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
246.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
246.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
246.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
246.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
246.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
247.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
247.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
247.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
247.6094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
247.8094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
248.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
248.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
248.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
248.6094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
248.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
249.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
249.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
249.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
249.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
249.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
250.0094, 'C42H23', 42, 23, 1.826086956521739, 0.5476190476190477
250.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
250.4094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
250.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
250.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
251.0094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
251.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
251.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
251.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
251.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
252.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
252.2094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
252.4094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
252.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
252.8094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
253.0094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
253.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
253.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
253.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
253.8094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
254.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
254.2094, 'C63H37', 63, 37, 1.7027027027027026, 0.5873015873015873
254.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
254.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
254.8094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
255.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
255.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
255.4094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
255.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
255.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
256.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
256.2094, 'C60H29', 60, 29, 2.0689655172413794, 0.48333333333333334
256.4094, 'C63H37', 63, 37, 1.7027027027027026, 0.5873015873015873
256.6094, 'C63H33', 63, 33, 1.9090909090909092, 0.5238095238095238
256.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
257.0094, 'C62H35', 62, 35, 1.7714285714285714, 0.5645161290322581
257.2094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
257.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
257.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
257.8094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
258.0094, 'C63H33', 63, 33, 1.9090909090909092, 0.5238095238095238
258.2094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
258.4094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
258.6094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
258.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
259.0094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
259.2094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
259.4094, 'C62H31', 62, 31, 2.0, 0.5
259.6094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
259.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
260.0094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
260.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
260.4094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
260.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
260.8094, 'C64H32', 64, 32, 2.0, 0.5
261.0094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
261.2094, 'C42H22', 42, 22, 1.9090909090909092, 0.5238095238095238
261.4094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
261.6094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
261.8094, 'C63H33', 63, 33, 1.9090909090909092, 0.5238095238095238
262.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
262.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
262.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
262.6094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
262.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
263.0094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
263.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
263.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
263.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
263.8094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
264.0094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
264.2094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
264.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
264.6094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
264.8094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
265.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
265.2094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
265.4094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
265.6094, 'C62H35', 62, 35, 1.7714285714285714, 0.5645161290322581
265.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
266.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
266.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
266.4094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
266.6094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
266.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
267.0094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
267.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
267.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
267.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
267.8094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
268.0094, 'C62H34', 62, 34, 1.8235294117647058, 0.5483870967741935
268.2094, 'C62H36', 62, 36, 1.7222222222222223, 0.5806451612903226
268.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
268.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
268.8094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
269.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
269.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
269.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
269.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
269.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
270.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
270.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
270.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
270.6094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
270.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
271.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
271.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
271.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
271.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
271.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
272.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
272.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
272.4094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
272.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
272.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
273.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
273.2094, 'C64H32', 64, 32, 2.0, 0.5
273.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
273.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
273.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
274.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
274.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
274.4094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
274.6094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
274.8094, 'C60H31', 60, 31, 1.935483870967742, 0.5166666666666667
275.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
275.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
275.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
275.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
275.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
276.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
276.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
276.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
276.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
276.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
277.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
277.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
277.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
277.6094, 'C63H36', 63, 36, 1.75, 0.5714285714285714
277.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
278.0094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
278.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
278.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
278.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
278.8094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
279.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
279.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
279.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
279.6094, 'C40H22', 40, 22, 1.8181818181818181, 0.55
279.8094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
280.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
280.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
280.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
280.6094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
280.8094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
281.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
281.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
281.4094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
281.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
281.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
282.0094, 'C60H32', 60, 32, 1.875, 0.5333333333333333
282.2094, 'C63H35', 63, 35, 1.8, 0.5555555555555556
282.4094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
282.6094, 'C63H37', 63, 37, 1.7027027027027026, 0.5873015873015873
282.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
283.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
283.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
283.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
283.6094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
283.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
284.0094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
284.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
284.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
284.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
284.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
285.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
285.2094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
285.4094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
285.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
285.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
286.0094, 'C62H32', 62, 32, 1.9375, 0.5161290322580645
286.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
286.4094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
286.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
286.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
287.0094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
287.2094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
287.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
287.6094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
287.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
288.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
288.2094, 'C64H33', 64, 33, 1.9393939393939394, 0.515625
288.4094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
288.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
288.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
289.0094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
289.2094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
289.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
289.6094, 'C64H35', 64, 35, 1.8285714285714285, 0.546875
289.8094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
290.0094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
290.2094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
290.4094, 'C63H34', 63, 34, 1.8529411764705883, 0.5396825396825397
290.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
290.8094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
291.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
291.2094, 'C60H34', 60, 34, 1.7647058823529411, 0.5666666666666667
291.4094, 'C64H34', 64, 34, 1.8823529411764706, 0.53125
291.6094, 'C64H36', 64, 36, 1.7777777777777777, 0.5625
291.8094, 'C60H33', 60, 33, 1.8181818181818181, 0.55
292.0094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
292.2094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
292.4094, 'C64H37', 64, 37, 1.7297297297297298, 0.578125
292.6094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
292.8094, 'C64H38', 64, 38, 1.6842105263157894, 0.59375
