H2,CH4,C2H2,C2H4,C2H4,C2H6,C3H4,C3H6,C4H2,C4H6,C4H7,C4H8,C3H8,O2,C2,H2O,H2O2,CO,CO2,CH2O,CH2CO,CH3CHO,C,H,CH,CH2,CH2(S),CH3,C2H,C2H3,C2H5,C3H2,H2CCCH,H2CCCCH,C3H5,i-C4H5,O,OH,HO2,HCO,CH3O,CH2OH,HCCO,CH2HCO,CH3CO,N2,AR,A1,A1-,C6H5OH,C6H5O,C5H5,C5H6,A1C2H,C7H8,A1C2H3,A1C2H3*,n-C8H7,C7H7,A1C2H-,A2,A2-,INDENE,INDENYL,P2,P2-,A2C2H*,A2R5,A2C2H,A2R5-,A3,A3-,A4,A4-,C18H12,C18H11,A3C2H,A3C2H*,C4H,C4,C6H2,C8H2,C6H,C8H,A4C2H,A4C2H*,BAPYR*S,BGHIF,BAPYR,A2CH3,A2CH2,A3CH3,A3CH2
2,16,26,28,30,40,42,50,54,55,56,44,32,24,18,34,28,44,30,42,44,12,1,13,14,NaN,15,25,25,27,29,38,39,51,41,NaN,16,17,33,29,31,31,41,43,43,28,NaN,78,77,94,93,65,66,102,92,104,NaN,NaN,91,101,128,127,NaN,116,154,153,NaN,154,153,153,178,177,202,201,228,227,202,NaN,49,48,74,98,73,97,226,NaN,NaN,226,252,141,140,192,191
