Timestep	No_Moles	No_Specs
960.6027	290	22
960.8027	272	18
961.0027	279	20
961.2027	276	16
961.4027	290	19
961.6027	292	19
961.8027	275	21
962.0027	274	18
962.2027	269	19
962.4027	297	20
962.6027	274	18
962.8027	292	19
963.0027	301	18
963.2027	282	19
963.4027	276	18
963.6027	273	17
963.8027	280	18
964.0027	281	17
964.2027	279	18
964.4027	278	20
964.6027	284	18
964.8027	284	18
965.0027	299	19
965.2027	284	19
965.4027	281	20
965.6027	269	16
965.8027	276	16
966.0027	275	18
966.2027	284	18
966.4027	280	17
966.6027	292	20
966.8027	273	20
967.0027	290	21
967.2027	273	18
967.4027	281	19
967.6027	274	19
967.8027	295	20
968.0027	278	16
968.2027	289	21
968.4027	295	22
968.6027	276	18
968.8027	290	20
969.0027	282	19
969.2027	270	18
969.4027	282	17
969.6027	295	19
969.8027	280	19
970.0027	295	19
970.2027	265	18
970.4027	269	17
970.6027	280	19
970.8027	287	19
971.0027	270	19
971.2027	271	17
971.4027	264	18
971.6027	290	18
971.8027	268	17
972.0027	275	18
972.2027	280	20
972.4027	271	19
972.6027	274	17
972.8027	288	20
973.0027	275	18
973.2027	276	19
973.4027	282	19
973.6027	277	17
973.8027	277	18
974.0027	282	21
974.2027	279	20
974.4027	271	19
974.6027	279	21
974.8027	283	19
975.0027	267	20
975.2027	291	19
975.4027	273	19
975.6027	279	20
975.8027	287	18
976.0027	256	19
976.2027	277	20
976.4027	273	19
976.6027	274	19
976.8027	270	19
977.0027	271	18
977.2027	283	20
977.4027	292	20
977.6027	279	18
977.8027	271	18
978.0027	274	21
978.2027	284	19
978.4027	288	17
978.6027	267	18
978.8027	276	19
979.0027	285	19
979.2027	275	19
979.4027	298	18
979.6027	297	21
979.8027	284	18
980.0027	278	20
980.2027	281	18
980.4027	282	19
980.6027	274	19
980.8027	277	16
981.0027	274	19
981.2027	288	21
981.4027	283	19
981.6027	280	20
981.8027	274	18
982.0027	278	18
982.2027	284	20
982.4027	291	19
982.6027	276	16
982.8027	278	20
983.0027	283	19
983.2027	269	19
983.4027	280	17
983.6027	286	21
983.8027	269	16
984.0027	285	20
984.2027	265	17
984.4027	268	18
984.6027	274	21
984.8027	298	19
985.0027	297	21
985.2027	291	18
985.4027	286	19
985.6027	278	19
985.8027	268	21
986.0027	275	19
986.2027	261	18
986.4027	272	18
986.6027	291	18
986.8027	275	19
987.0027	274	21
987.2027	274	20
987.4027	289	21
987.6027	292	20
987.8027	288	19
988.0027	272	20
988.2027	273	19
988.4027	263	19
988.6027	287	20
988.8027	277	19
989.0027	287	21
989.2027	271	20
989.4027	279	21
989.6027	287	19
989.8027	292	18
990.0027	282	18
990.2027	265	17
990.4027	274	20
990.6027	290	20
990.8027	273	18
991.0027	288	19
991.2027	278	20
991.4027	292	18
991.6027	280	21
991.8027	281	17
992.0027	275	19
992.2027	285	19
992.4027	275	21
992.6027	270	18
992.8027	270	19
993.0027	289	18
993.2027	291	20
993.4027	294	20
993.6027	287	20
993.8027	278	17
994.0027	293	19
994.2027	288	19
994.4027	273	19
994.6027	287	21
994.8027	266	19
995.0027	274	20
995.2027	282	19
995.4027	273	19
995.6027	295	21
995.8027	273	18
996.0027	276	19
996.2027	283	20
996.4027	289	20
996.6027	270	18
996.8027	283	20
997.0027	284	21
997.2027	286	20
997.4027	284	19
997.6027	290	21
997.8027	270	20
998.0027	289	22
998.2027	274	19
998.4027	286	19
998.6027	292	18
998.8027	288	18
999.0027	276	18
999.2027	278	19
999.4027	291	19
999.6027	293	18
999.8027	267	16
1000.0027	287	18
1000.2027	290	19
1000.4027	282	16
1000.6027	269	18
1000.8027	276	19
1001.0027	283	19
1001.2027	281	16
1001.4027	271	16
1001.6027	271	18
1001.8027	289	18
1002.0027	285	17
1002.2027	276	19
1002.4027	275	17
1002.6027	290	18
1002.8027	285	18
1003.0027	278	18
1003.2027	269	16
1003.4027	293	20
1003.6027	281	17
1003.8027	266	18
1004.0027	292	18
1004.2027	271	17
1004.4027	283	18
1004.6027	274	17
1004.8027	270	17
1005.0027	268	16
1005.2027	274	18
1005.4027	279	18
1005.6027	269	17
1005.8027	280	18
1006.0027	285	18
1006.2027	279	18
1006.4027	291	19
1006.6027	277	18
1006.8027	268	16
1007.0027	263	15
1007.2027	276	18
1007.4027	266	18
1007.6027	271	19
1007.8027	288	18
1008.0027	291	18
1008.2027	286	19
1008.4027	266	15
1008.6027	274	18
1008.8027	270	17
1009.0027	286	19
1009.2027	293	17
1009.4027	279	17
1009.6027	280	19
1009.8027	290	20
1010.0027	284	17
1010.2027	287	21
1010.4027	281	17
1010.6027	297	19
1010.8027	276	16
1011.0027	280	18
1011.2027	280	18
1011.4027	281	20
1011.6027	279	18
1011.8027	274	17
1012.0027	274	16
1012.2027	284	18
1012.4027	277	18
1012.6027	274	18
1012.8027	286	18
1013.0027	284	17
1013.2027	283	18
1013.4027	273	15
1013.6027	283	18
1013.8027	282	16
1014.0027	281	19
1014.2027	287	19
1014.4027	286	19
1014.6027	280	17
1014.8027	295	19
1015.0027	271	19
1015.2027	278	18
1015.4027	276	20
1015.6027	283	21
1015.8027	274	21
1016.0027	280	20
1016.2027	281	18
1016.4027	297	21
1016.6027	295	18
1016.8027	285	17
1017.0027	283	21
1017.2027	284	19
1017.4027	278	18
1017.6027	281	17
1017.8027	279	14
1018.0027	287	18
1018.2027	278	17
1018.4027	276	18
1018.6027	286	20
1018.8027	277	17
1019.0027	296	18
1019.2027	290	17
1019.4027	286	16
1019.6027	281	17
1019.8027	264	17
1020.0027	281	18
1020.2027	272	15
1020.4027	273	16
1020.6027	281	18
1020.8027	271	16
1021.0027	297	19
1021.2027	279	19
1021.4027	278	17
1021.6027	269	17
1021.8027	269	15
1022.0027	283	21
1022.2027	282	17
1022.4027	267	15
1022.6027	276	17
1022.8027	294	18
1023.0027	295	18
1023.2027	281	18
1023.4027	268	17
1023.6027	297	16
1023.8027	274	14
1024.0027	265	17
1024.2027	290	19
1024.4027	298	18
1024.6027	281	17
1024.8027	260	17
1025.0027	268	17
1025.2027	281	17
1025.4027	281	18
1025.6027	275	15
1025.8027	274	18
1026.0027	276	16
1026.2027	283	18
1026.4027	283	19
1026.6027	284	18
1026.8027	277	19
1027.0027	279	17
1027.2027	297	17
1027.4027	289	18
1027.6027	284	17
1027.8027	288	17
1028.0027	278	17
1028.2027	281	15
1028.4027	269	15
1028.6027	281	18
1028.8027	283	17
1029.0027	274	14
1029.2027	283	17
1029.4027	284	17
1029.6027	299	19
1029.8027	289	17
1030.0027	295	17
1030.2027	275	16
1030.4027	279	19
1030.6027	296	19
1030.8027	291	19
1031.0027	282	16
1031.2027	272	17
1031.4027	284	16
1031.6027	284	18
1031.8027	274	19
1032.0027	282	17
1032.2027	292	17
1032.4027	285	17
1032.6027	284	18
1032.8027	280	18
1033.0027	266	19
1033.2027	286	17
1033.4027	288	15
1033.6027	279	18
1033.8027	274	17
1034.0027	268	15
1034.2027	290	19
1034.4027	287	17
1034.6027	277	18
1034.8027	285	17
1035.0027	264	17
1035.2027	278	18
1035.4027	275	19
1035.6027	276	18
1035.8027	273	17
1036.0027	284	18
1036.2027	281	17
1036.4027	285	18
1036.6027	282	20
1036.8027	285	18
1037.0027	277	20
1037.2027	292	21
1037.4027	280	16
1037.6027	291	17
1037.8027	290	20
1038.0027	273	20
1038.2027	284	21
1038.4027	266	17
1038.6027	292	15
1038.8027	290	18
1039.0027	279	18
1039.2027	275	17
1039.4027	296	18
1039.6027	280	19
1039.8027	283	17
1040.0027	269	18
1040.2027	281	16
1040.4027	262	17
1040.6027	277	19
1040.8027	285	20
1041.0027	278	16
1041.2027	277	19
1041.4027	289	20
1041.6027	271	15
1041.8027	274	17
1042.0027	274	15
1042.2027	273	16
1042.4027	270	17
1042.6027	282	17
1042.8027	279	17
1043.0027	283	18
1043.2027	273	17
1043.4027	280	18
1043.6027	277	17
1043.8027	276	17
1044.0027	275	17
1044.2027	273	18
1044.4027	267	15
1044.6027	280	18
1044.8027	277	17
1045.0027	271	17
1045.2027	288	17
1045.4027	280	16
1045.6027	272	16
1045.8027	270	17
1046.0027	291	17
1046.2027	282	19
1046.4027	278	19
1046.6027	273	18
1046.8027	285	19
1047.0027	279	18
1047.2027	285	19
1047.4027	291	18
1047.6027	267	16
1047.8027	287	18
1048.0027	279	18
1048.2027	267	18
1048.4027	274	21
1048.6027	289	18
1048.8027	277	18
1049.0027	291	17
1049.2027	288	18
1049.4027	285	17
1049.6027	290	19
1049.8027	278	16
1050.0027	294	18
1050.2027	285	19
1050.4027	302	17
1050.6027	288	19
1050.8027	280	18
1051.0027	282	18
1051.2027	276	18
1051.4027	273	17
1051.6027	289	19
1051.8027	271	17
1052.0027	287	17
1052.2027	298	17
1052.4027	306	18
1052.6027	283	19
1052.8027	264	17
1053.0027	290	18
1053.2027	282	17
1053.4027	279	17
1053.6027	274	16
1053.8027	277	21
1054.0027	282	19
1054.2027	269	17
1054.4027	288	20
1054.6027	281	19
1054.8027	280	20
1055.0027	267	18
1055.2027	277	18
1055.4027	273	17
1055.6027	293	19
1055.8027	274	17
1056.0027	283	18
1056.2027	273	16
1056.4027	278	16
1056.6027	283	15
1056.8027	283	20
1057.0027	284	17
1057.2027	297	18
1057.4027	285	17
1057.6027	299	20
1057.8027	288	17
1058.0027	290	16
1058.2027	283	14
1058.4027	285	16
1058.6027	273	17
1058.8027	283	17
1059.0027	295	19
1059.2027	281	17
1059.4027	281	16
1059.6027	281	19
1059.8027	280	19
1060.0027	302	17
1060.2027	296	19
1060.4027	291	17
1060.6027	292	17
1060.8027	289	16
1061.0027	283	17
1061.2027	281	17
1061.4027	282	17
1061.6027	296	19
1061.8027	288	18
1062.0027	295	18
1062.2027	279	15
1062.4027	289	16
1062.6027	294	19
1062.8027	290	16
1063.0027	285	19
1063.2027	288	17
1063.4027	280	17
1063.6027	275	15
1063.8027	288	19
1064.0027	288	19
1064.2027	281	15
1064.4027	292	16
1064.6027	293	19
1064.8027	296	18
1065.0027	295	16
1065.2027	270	16
1065.4027	278	18
1065.6027	288	17
1065.8027	294	18
1066.0027	284	17
1066.2027	299	16
1066.4027	289	17
1066.6027	273	15
1066.8027	269	18
1067.0027	279	16
1067.2027	290	17
1067.4027	288	17
1067.6027	271	18
1067.8027	276	16
1068.0027	267	15
1068.2027	284	18
1068.4027	286	18
1068.6027	298	16
1068.8027	296	19
1069.0027	273	17
1069.2027	278	17
1069.4027	289	18
1069.6027	286	20
1069.8027	295	18
1070.0027	281	15
1070.2027	285	18
1070.4027	288	18
1070.6027	280	15
1070.8027	276	16
1071.0027	294	17
1071.2027	293	17
1071.4027	281	18
1071.6027	293	17
1071.8027	296	19
1072.0027	287	17
1072.2027	278	17
1072.4027	279	18
1072.6027	281	19
1072.8027	274	17
1073.0027	280	16
1073.2027	282	17
1073.4027	273	17
1073.6027	283	18
1073.8027	273	19
1074.0027	289	19
1074.2027	277	20
1074.4027	277	17
1074.6027	284	17
1074.8027	285	17
1075.0027	281	15
1075.2027	276	16
1075.4027	289	17
1075.6027	284	18
1075.8027	292	19
1076.0027	300	18
1076.2027	287	18
1076.4027	286	17
1076.6027	282	17
1076.8027	281	16
1077.0027	286	15
1077.2027	287	18
1077.4027	281	18
1077.6027	278	17
1077.8027	280	18
1078.0027	285	17
1078.2027	289	17
1078.4027	304	20
1078.6027	270	17
1078.8027	289	19
1079.0027	296	18
1079.2027	292	17
1079.4027	285	20
1079.6027	276	16
1079.8027	278	17
1080.0027	270	18
1080.2027	291	16
1080.4027	296	16
1080.6027	268	18
1080.8027	278	16
1081.0027	288	19
1081.2027	280	16
1081.4027	283	16
1081.6027	302	17
1081.8027	277	18
1082.0027	290	16
1082.2027	277	17
1082.4027	285	17
1082.6027	282	19
1082.8027	284	19
1083.0027	272	17
1083.2027	271	18
1083.4027	279	17
1083.6027	290	17
1083.8027	289	16
1084.0027	302	19
1084.2027	279	17
1084.4027	277	17
1084.6027	291	19
1084.8027	297	16
1085.0027	287	18
1085.2027	272	17
1085.4027	281	17
1085.6027	288	17
1085.8027	276	15
1086.0027	280	16
1086.2027	289	18
1086.4027	282	16
1086.6027	275	15
1086.8027	270	16
1087.0027	276	17
1087.2027	278	17
1087.4027	276	13
1087.6027	278	18
1087.8027	273	16
1088.0027	285	18
1088.2027	274	15
1088.4027	295	17
1088.6027	290	18
1088.8027	274	18
1089.0027	286	18
1089.2027	290	14
1089.4027	280	17
1089.6027	275	16
1089.8027	267	15
1090.0027	274	13
1090.2027	293	15
1090.4027	281	16
1090.6027	295	15
1090.8027	276	17
1091.0027	274	17
1091.2027	281	17
1091.4027	285	15
1091.6027	274	15
1091.8027	282	17
1092.0027	292	18
1092.2027	292	18
1092.4027	276	13
1092.6027	280	17
1092.8027	279	17
1093.0027	276	16
1093.2027	287	18
1093.4027	274	15
1093.6027	279	16
1093.8027	276	17
1094.0027	290	16
1094.2027	276	17
1094.4027	285	16
1094.6027	274	14
1094.8027	270	15
1095.0027	276	15
1095.2027	282	18
1095.4027	278	17
1095.6027	279	18
1095.8027	297	18
1096.0027	276	18
1096.2027	294	18
1096.4027	278	18
1096.6027	277	15
1096.8027	287	17
1097.0027	273	17
1097.2027	292	18
1097.4027	277	19
1097.6027	278	20
1097.8027	297	19
1098.0027	270	19
1098.2027	285	18
1098.4027	293	17
1098.6027	277	20
1098.8027	285	19
1099.0027	280	17
1099.2027	283	19
1099.4027	284	19
1099.6027	269	19
1099.8027	291	18
1100.0027	284	18
1100.2027	290	18
1100.4027	284	20
1100.6027	296	17
1100.8027	286	20
1101.0027	290	20
1101.2027	296	18
1101.4027	275	18
1101.6027	286	18
1101.8027	283	18
1102.0027	304	19
1102.2027	288	16
1102.4027	285	19
1102.6027	285	17
1102.8027	282	17
1103.0027	285	17
1103.2027	274	17
1103.4027	300	19
1103.6027	291	18
1103.8027	285	19
1104.0027	283	16
1104.2027	280	19
1104.4027	278	19
1104.6027	283	18
1104.8027	288	17
1105.0027	283	19
1105.2027	280	19
1105.4027	288	19
1105.6027	281	18
1105.8027	283	17
1106.0027	297	16
1106.2027	285	18
1106.4027	292	17
1106.6027	282	19
1106.8027	284	17
1107.0027	290	18
1107.2027	283	16
1107.4027	292	16
1107.6027	291	18
1107.8027	285	20
1108.0027	279	18
1108.2027	276	17
1108.4027	268	17
1108.6027	283	17
1108.8027	279	16
1109.0027	292	18
1109.2027	273	16
1109.4027	277	18
1109.6027	294	19
1109.8027	280	17
1110.0027	280	17
1110.2027	277	18
1110.4027	277	17
1110.6027	275	17
1110.8027	292	16
1111.0027	296	19
1111.2027	271	19
1111.4027	282	18
1111.6027	269	18
1111.8027	279	17
1112.0027	279	17
1112.2027	279	16
1112.4027	292	18
1112.6027	282	18
1112.8027	283	19
1113.0027	274	16
1113.2027	281	19
1113.4027	274	17
1113.6027	283	16
1113.8027	296	22
1114.0027	282	17
1114.2027	284	19
1114.4027	279	16
1114.6027	281	17
1114.8027	275	17
1115.0027	287	18
1115.2027	295	18
1115.4027	298	19
1115.6027	279	15
1115.8027	271	15
1116.0027	290	15
1116.2027	272	16
1116.4027	273	17
1116.6027	293	15
1116.8027	269	14
1117.0027	271	16
1117.2027	265	17
1117.4027	265	19
1117.6027	272	16
1117.8027	273	16
1118.0027	274	16
1118.2027	284	17
1118.4027	283	15
1118.6027	272	18
1118.8027	271	16
1119.0027	291	17
1119.2027	291	16
1119.4027	278	20
1119.6027	285	17
1119.8027	278	18
1120.0027	274	17
1120.2027	264	18
1120.4027	278	17
1120.6027	273	17
1120.8027	270	18
1121.0027	280	18
1121.2027	286	19
1121.4027	280	18
1121.6027	272	19
1121.8027	262	18
1122.0027	266	17
1122.2027	268	16
1122.4027	270	15
1122.6027	291	20
1122.8027	272	15
1123.0027	289	17
1123.2027	270	15
1123.4027	275	19
1123.6027	282	19
1123.8027	272	15
1124.0027	284	20
1124.2027	277	16
1124.4027	278	19
1124.6027	277	17
1124.8027	287	18
1125.0027	284	20
1125.2027	275	18
1125.4027	276	18
1125.6027	291	17
1125.8027	286	19
1126.0027	289	17
1126.2027	273	19
1126.4027	295	18
1126.6027	285	18
1126.8027	288	18
1127.0027	276	17
1127.2027	291	20
1127.4027	268	18
1127.6027	279	18
1127.8027	278	19
1128.0027	283	17
1128.2027	272	16
1128.4027	286	18
1128.6027	294	18
1128.8027	272	18
1129.0027	287	19
1129.2027	294	21
1129.4027	270	16
1129.6027	278	20
1129.8027	289	20
1130.0027	271	16
1130.2027	273	19
1130.4027	267	18
1130.6027	274	18
1130.8027	283	20
1131.0027	272	18
1131.2027	286	20
1131.4027	286	20
1131.6027	269	15
1131.8027	285	18
1132.0027	273	16
1132.2027	269	16
1132.4027	283	19
1132.6027	294	17
1132.8027	275	16
1133.0027	272	17
1133.2027	283	16
1133.4027	287	20
1133.6027	272	16
1133.8027	291	19
1134.0027	285	18
1134.2027	279	20
1134.4027	285	18
1134.6027	285	17
1134.8027	272	17
1135.0027	285	17
1135.2027	279	18
1135.4027	289	18
1135.6027	281	21
1135.8027	292	19
1136.0027	273	17
1136.2027	293	17
1136.4027	286	20
1136.6027	276	16
1136.8027	289	20
1137.0027	289	16
1137.2027	298	20
1137.4027	280	17
1137.6027	269	17
1137.8027	268	17
1138.0027	292	19
1138.2027	282	18
1138.4027	272	18
1138.6027	271	21
1138.8027	276	16
1139.0027	290	18
1139.2027	277	18
1139.4027	281	21
1139.6027	277	20
1139.8027	284	21
1140.0027	270	18
1140.2027	270	16
1140.4027	274	17
1140.6027	285	20
1140.8027	280	18
1141.0027	280	18
1141.2027	281	16
1141.4027	273	17
1141.6027	276	18
1141.8027	288	18
1142.0027	286	19
1142.2027	273	15
1142.4027	288	19
1142.6027	284	21
1142.8027	299	17
1143.0027	287	19
1143.2027	289	19
1143.4027	277	17
1143.6027	289	19
1143.8027	277	16
1144.0027	287	18
1144.2027	265	16
1144.4027	285	18
1144.6027	290	20
1144.8027	282	19
1145.0027	299	18
1145.2027	282	19
1145.4027	285	19
1145.6027	277	18
1145.8027	291	19
1146.0027	275	20
1146.2027	298	19
1146.4027	287	18
1146.6027	273	20
1146.8027	291	19
1147.0027	274	19
1147.2027	281	20
1147.4027	282	20
1147.6027	278	18
1147.8027	281	17
1148.0027	279	21
1148.2027	277	19
1148.4027	295	21
1148.6027	273	20
1148.8027	284	17
1149.0027	284	21
1149.2027	289	20
1149.4027	276	19
1149.6027	286	19
1149.8027	294	19
1150.0027	286	18
1150.2027	283	19
1150.4027	280	17
1150.6027	279	17
1150.8027	286	19
1151.0027	273	16
1151.2027	298	17
1151.4027	276	17
1151.6027	301	17
1151.8027	275	18
1152.0027	294	21
1152.2027	288	17
1152.4027	279	21
1152.6027	288	18
1152.8027	284	20
1153.0027	276	19
1153.2027	285	19
1153.4027	286	22
1153.6027	283	20
1153.8027	288	19
1154.0027	279	18
1154.2027	287	19
1154.4027	298	20
1154.6027	285	18
1154.8027	278	20
1155.0027	269	19
1155.2027	282	19
1155.4027	270	19
1155.6027	293	21
1155.8027	293	20
1156.0027	288	19
1156.2027	287	19
1156.4027	291	21
1156.6027	271	20
1156.8027	272	18
1157.0027	279	18
1157.2027	280	21
1157.4027	295	16
1157.6027	277	17
1157.8027	281	19
1158.0027	274	18
1158.2027	293	18
1158.4027	282	21
1158.6027	276	19
1158.8027	273	16
1159.0027	294	21
1159.2027	275	18
1159.4027	274	18
1159.6027	279	19
1159.8027	270	19
1160.0027	286	18
1160.2027	276	18
1160.4027	280	17
1160.6027	288	20
1160.8027	301	18
1161.0027	298	20
1161.2027	282	21
1161.4027	278	17
1161.6027	286	19
1161.8027	290	19
1162.0027	280	16
1162.2027	271	19
1162.4027	270	17
1162.6027	297	20
1162.8027	285	18
1163.0027	278	16
1163.2027	280	16
1163.4027	271	17
1163.6027	274	17
1163.8027	278	18
1164.0027	273	16
1164.2027	286	19
1164.4027	279	17
1164.6027	283	19
1164.8027	278	18
1165.0027	283	18
1165.2027	288	21
1165.4027	275	16
1165.6027	276	17
1165.8027	277	17
1166.0027	277	17
1166.2027	281	18
1166.4027	270	17
1166.6027	289	18
1166.8027	286	18
1167.0027	281	18
1167.2027	284	20
1167.4027	272	16
1167.6027	291	19
1167.8027	275	16
1168.0027	291	20
1168.2027	287	16
1168.4027	278	17
1168.6027	287	19
1168.8027	278	17
1169.0027	297	17
1169.2027	292	21
1169.4027	288	18
1169.6027	277	16
1169.8027	285	20
1170.0027	285	16
1170.2027	293	19
1170.4027	285	18
1170.6027	286	17
1170.8027	297	18
1171.0027	289	18
1171.2027	279	16
1171.4027	274	17
1171.6027	291	18
1171.8027	292	17
1172.0027	288	15
1172.2027	281	19
1172.4027	276	17
1172.6027	303	18
1172.8027	279	15
1173.0027	277	17
1173.2027	294	18
1173.4027	282	16
1173.6027	277	15
1173.8027	295	18
1174.0027	282	18
1174.2027	285	15
1174.4027	282	19
1174.6027	304	17
1174.8027	271	17
1175.0027	277	19
1175.2027	288	18
1175.4027	301	17
1175.6027	288	18
1175.8027	290	15
1176.0027	282	16
1176.2027	295	17
1176.4027	292	17
1176.6027	270	16
1176.8027	284	17
1177.0027	301	19
1177.2027	291	19
1177.4027	291	19
1177.6027	283	19
1177.8027	285	16
1178.0027	286	19
1178.2027	284	17
1178.4027	297	20
1178.6027	287	16
1178.8027	287	15
1179.0027	292	18
1179.2027	292	16
1179.4027	300	17
1179.6027	290	17
1179.8027	282	17
1180.0027	282	18
1180.2027	289	18
1180.4027	278	18
1180.6027	291	20
1180.8027	287	19
1181.0027	284	18
1181.2027	276	15
1181.4027	291	18
1181.6027	292	17
1181.8027	277	15
1182.0027	275	18
1182.2027	285	17
1182.4027	291	18
1182.6027	300	19
1182.8027	289	19
1183.0027	279	17
1183.2027	292	16
1183.4027	279	21
1183.6027	292	19
1183.8027	282	17
1184.0027	287	19
1184.2027	286	19
1184.4027	293	16
1184.6027	292	18
1184.8027	297	18
1185.0027	286	17
1185.2027	303	17
1185.4027	288	17
1185.6027	301	18
1185.8027	283	20
1186.0027	288	18
1186.2027	283	19
1186.4027	293	18
1186.6027	288	19
1186.8027	286	17
1187.0027	282	16
1187.2027	272	18
1187.4027	300	16
1187.6027	276	17
1187.8027	280	18
1188.0027	285	18
1188.2027	288	19
1188.4027	289	20
1188.6027	289	17
1188.8027	280	17
1189.0027	294	17
1189.2027	269	15
1189.4027	296	18
1189.6027	288	17
1189.8027	290	17
1190.0027	284	16
1190.2027	279	15
1190.4027	292	17
1190.6027	288	19
1190.8027	297	19
1191.0027	281	16
1191.2027	280	15
1191.4027	288	18
1191.6027	281	17
1191.8027	277	15
1192.0027	277	17
1192.2027	288	19
1192.4027	290	17
1192.6027	283	18
1192.8027	286	17
1193.0027	282	19
1193.2027	285	18
1193.4027	299	19
1193.6027	280	17
1193.8027	284	17
1194.0027	292	16
1194.2027	287	17
1194.4027	281	17
1194.6027	282	18
1194.8027	287	17
1195.0027	304	21
1195.2027	278	16
1195.4027	293	18
1195.6027	294	17
1195.8027	282	16
1196.0027	275	17
1196.2027	305	19
1196.4027	296	18
1196.6027	291	17
1196.8027	279	16
1197.0027	287	18
1197.2027	300	18
1197.4027	291	17
1197.6027	299	18
1197.8027	295	16
1198.0027	275	15
1198.2027	279	15
1198.4027	276	15
1198.6027	298	15
1198.8027	296	17
1199.0027	288	17
1199.2027	282	17
1199.4027	294	18
1199.6027	280	17
1199.8027	293	18
1200.0027	286	18
1200.2027	277	18
1200.4027	288	17
1200.6027	281	21
1200.8027	285	18
1201.0027	290	18
1201.2027	308	16
1201.4027	278	16
1201.6027	300	17
1201.8027	303	17
1202.0027	280	19
1202.2027	279	17
1202.4027	270	14
1202.6027	290	17
1202.8027	293	17
1203.0027	295	17
1203.2027	294	17
1203.4027	294	17
1203.6027	293	18
1203.8027	287	19
1204.0027	290	16
1204.2027	301	21
1204.4027	280	15
1204.6027	290	16
1204.8027	276	17
1205.0027	275	16
1205.2027	282	19
1205.4027	286	17
1205.6027	278	17
1205.8027	276	15
1206.0027	288	17
1206.2027	289	17
1206.4027	295	17
1206.6027	299	17
1206.8027	284	19
1207.0027	276	16
1207.2027	281	18
1207.4027	289	18
1207.6027	292	16
1207.8027	280	17
1208.0027	279	16
1208.2027	284	18
1208.4027	291	19
1208.6027	305	17
1208.8027	293	17
1209.0027	280	16
1209.2027	304	17
1209.4027	291	16
1209.6027	287	14
1209.8027	299	18
1210.0027	280	15
1210.2027	286	16
1210.4027	282	15
1210.6027	285	18
1210.8027	280	15
1211.0027	292	15
1211.2027	279	16
1211.4027	285	17
1211.6027	276	16
1211.8027	297	16
1212.0027	296	19
1212.2027	280	17
1212.4027	289	18
1212.6027	295	17
1212.8027	275	18
1213.0027	296	17
1213.2027	295	19
1213.4027	278	17
1213.6027	271	15
1213.8027	283	16
1214.0027	278	16
1214.2027	268	16
1214.4027	306	19
1214.6027	295	18
1214.8027	294	18
1215.0027	280	19
1215.2027	296	19
1215.4027	273	14
1215.6027	289	17
1215.8027	293	17
1216.0027	300	19
1216.2027	274	16
1216.4027	281	20
1216.6027	288	18
1216.8027	281	18
1217.0027	296	18
1217.2027	282	17
1217.4027	300	19
1217.6027	275	18
1217.8027	304	17
1218.0027	298	17
1218.2027	282	16
1218.4027	288	15
1218.6027	303	18
1218.8027	291	15
1219.0027	285	17
1219.2027	288	18
1219.4027	291	19
1219.6027	307	17
1219.8027	300	17
1220.0027	289	19
1220.2027	280	17
1220.4027	279	15
1220.6027	285	14
1220.8027	276	16
1221.0027	285	17
1221.2027	290	17
1221.4027	297	17
1221.6027	292	18
1221.8027	288	17
1222.0027	280	18
1222.2027	291	19
1222.4027	280	18
1222.6027	287	19
1222.8027	288	18
1223.0027	292	17
1223.2027	282	15
1223.4027	267	16
1223.6027	283	17
1223.8027	294	16
1224.0027	294	16
1224.2027	269	13
1224.4027	305	19
1224.6027	286	17
1224.8027	284	16
1225.0027	300	17
1225.2027	292	16
1225.4027	292	19
1225.6027	295	16
1225.8027	284	16
1226.0027	287	18
1226.2027	277	16
1226.4027	271	16
1226.6027	286	14
1226.8027	285	16
1227.0027	279	18
1227.2027	295	16
1227.4027	285	17
1227.6027	281	15
1227.8027	286	17
1228.0027	275	14
1228.2027	266	16
1228.4027	300	19
1228.6027	281	17
1228.8027	271	16
1229.0027	276	19
1229.2027	281	16
1229.4027	279	15
1229.6027	292	15
1229.8027	307	18
1230.0027	284	15
1230.2027	286	15
1230.4027	291	16
1230.6027	280	16
1230.8027	279	15
1231.0027	298	17
1231.2027	298	16
1231.4027	287	15
1231.6027	270	15
1231.8027	275	15
1232.0027	289	18
1232.2027	276	18
1232.4027	288	17
1232.6027	292	16
1232.8027	301	18
1233.0027	286	19
1233.2027	278	16
1233.4027	285	17
1233.6027	293	18
1233.8027	279	16
1234.0027	297	14
1234.2027	289	17
1234.4027	299	18
1234.6027	297	15
1234.8027	296	17
1235.0027	287	15
1235.2027	281	16
1235.4027	291	18
1235.6027	284	18
1235.8027	291	17
1236.0027	286	16
1236.2027	280	14
1236.4027	289	15
1236.6027	304	17
1236.8027	287	18
1237.0027	269	17
1237.2027	292	14
1237.4027	283	14
1237.6027	295	19
1237.8027	283	15
1238.0027	293	16
1238.2027	291	15
1238.4027	302	18
1238.6027	276	15
1238.8027	283	17
1239.0027	293	14
1239.2027	282	16
1239.4027	287	17
1239.6027	280	17
1239.8027	283	15
1240.0027	295	17
1240.2027	269	18
1240.4027	293	16
1240.6027	287	18
1240.8027	302	18
1241.0027	282	17
1241.2027	309	16
1241.4027	279	16
1241.6027	265	15
1241.8027	288	17
1242.0027	283	18
1242.2027	282	15
1242.4027	292	16
1242.6027	273	19
1242.8027	296	19
1243.0027	278	15
1243.2027	291	18
1243.4027	286	15
1243.6027	279	14
1243.8027	276	16
1244.0027	286	15
