Timestep	No_Moles	No_Specs
339.4027	219	28
339.6027	204	26
339.8027	218	31
340.0027	202	23
340.2027	206	27
340.4027	202	25
340.6027	201	26
340.8027	207	29
341.0027	217	30
341.2027	198	24
341.4027	197	24
341.6027	215	26
341.8027	215	27
342.0027	206	26
342.2027	204	26
342.4027	213	26
342.6027	207	23
342.8027	205	28
343.0027	203	27
343.2027	208	22
343.4027	220	28
343.6027	218	27
343.8027	203	24
344.0027	223	26
344.2027	227	27
344.4027	224	28
344.6027	228	30
344.8027	216	27
345.0027	219	27
345.2027	224	25
345.4027	231	26
345.6027	210	23
345.8027	220	30
346.0027	213	26
346.2027	217	26
346.4027	228	27
346.6027	197	26
346.8027	227	29
347.0027	224	26
347.2027	205	27
347.4027	199	25
347.6027	210	28
347.8027	228	24
348.0027	215	24
348.2027	208	25
348.4027	219	25
348.6027	203	23
348.8027	212	24
349.0027	222	27
349.2027	230	25
349.4027	224	29
349.6027	208	24
349.8027	219	28
350.0027	225	27
350.2027	201	23
350.4027	215	24
350.6027	212	26
350.8027	221	25
351.0027	219	28
351.2027	221	27
351.4027	205	22
351.6027	223	24
351.8027	207	26
352.0027	223	26
352.2027	218	23
352.4027	224	26
352.6027	221	25
352.8027	213	24
353.0027	217	25
353.2027	209	23
353.4027	222	27
353.6027	201	24
353.8027	211	24
354.0027	205	26
354.2027	218	26
354.4027	197	25
354.6027	209	24
354.8027	232	28
355.0027	204	23
355.2027	210	26
355.4027	229	25
355.6027	214	25
355.8027	243	27
356.0027	199	26
356.2027	210	23
356.4027	228	24
356.6027	210	24
356.8027	200	23
357.0027	239	25
357.2027	215	22
357.4027	210	26
357.6027	212	24
357.8027	204	21
358.0027	209	20
358.2027	217	25
358.4027	214	21
358.6027	207	19
358.8027	227	25
359.0027	213	25
359.2027	228	24
359.4027	216	21
359.6027	211	24
359.8027	227	27
360.0027	214	22
360.2027	211	20
360.4027	199	24
360.6027	227	21
360.8027	205	20
361.0027	238	25
361.2027	200	20
361.4027	212	21
361.6027	222	27
361.8027	203	22
362.0027	231	25
362.2027	215	26
362.4027	208	25
362.6027	223	23
362.8027	207	25
363.0027	213	22
363.2027	208	21
363.4027	211	24
363.6027	215	22
363.8027	225	25
364.0027	219	23
364.2027	218	26
364.4027	218	23
364.6027	218	22
364.8027	212	23
365.0027	202	20
365.2027	207	19
365.4027	220	22
365.6027	225	23
365.8027	219	27
366.0027	226	23
366.2027	224	25
366.4027	212	24
366.6027	217	23
366.8027	194	19
367.0027	227	23
367.2027	200	20
367.4027	221	27
367.6027	216	24
367.8027	205	20
368.0027	220	27
368.2027	216	21
368.4027	210	21
368.6027	231	27
368.8027	211	24
369.0027	214	25
369.2027	220	24
369.4027	211	22
369.6027	203	23
369.8027	203	24
370.0027	221	26
370.2027	206	23
370.4027	206	24
370.6027	224	26
370.8027	216	22
371.0027	208	23
371.2027	217	24
371.4027	205	26
371.6027	225	24
371.8027	232	24
372.0027	223	25
372.2027	204	23
372.4027	204	24
372.6027	236	25
372.8027	206	23
373.0027	208	23
373.2027	216	23
373.4027	208	22
373.6027	226	24
373.8027	203	23
374.0027	205	24
374.2027	224	24
374.4027	202	26
374.6027	210	22
374.8027	223	24
375.0027	212	22
375.2027	210	25
375.4027	217	25
375.6027	198	24
375.8027	207	22
376.0027	212	24
376.2027	220	27
376.4027	218	27
376.6027	228	25
376.8027	232	22
377.0027	209	23
377.2027	201	22
377.4027	207	25
377.6027	213	22
377.8027	212	25
378.0027	219	28
378.2027	219	25
378.4027	225	23
378.6027	210	25
378.8027	233	25
379.0027	197	23
379.2027	222	26
379.4027	212	24
379.6027	211	22
379.8027	193	22
380.0027	217	24
380.2027	223	23
380.4027	225	26
380.6027	214	25
380.8027	218	25
381.0027	222	24
381.2027	203	22
381.4027	212	27
381.6027	219	26
381.8027	211	23
382.0027	210	23
382.2027	218	24
382.4027	225	23
382.6027	222	25
382.8027	211	26
383.0027	215	21
383.2027	204	21
383.4027	228	25
383.6027	223	24
383.8027	210	23
384.0027	214	23
384.2027	219	25
384.4027	217	24
384.6027	212	24
384.8027	200	16
385.0027	204	21
385.2027	218	24
385.4027	211	23
385.6027	215	23
385.8027	220	21
386.0027	217	23
386.2027	202	21
386.4027	220	26
386.6027	207	23
386.8027	191	26
387.0027	239	25
387.2027	216	24
387.4027	205	23
387.6027	210	21
387.8027	221	24
388.0027	197	23
388.2027	227	24
388.4027	213	23
388.6027	219	24
388.8027	225	26
389.0027	222	23
389.2027	205	23
389.4027	225	23
389.6027	213	23
389.8027	217	24
390.0027	217	23
390.2027	243	24
390.4027	207	20
390.6027	205	21
390.8027	215	22
391.0027	215	22
391.2027	241	25
391.4027	215	23
391.6027	215	23
391.8027	225	25
392.0027	205	23
392.2027	213	23
392.4027	236	24
392.6027	214	23
392.8027	224	25
393.0027	242	25
393.2027	220	23
393.4027	229	24
393.6027	221	24
393.8027	235	26
394.0027	222	23
394.2027	219	23
394.4027	215	24
394.6027	201	24
394.8027	213	21
395.0027	213	24
395.2027	225	24
395.4027	219	24
395.6027	232	24
395.8027	213	27
396.0027	219	24
396.2027	221	23
396.4027	213	24
396.6027	231	26
396.8027	216	24
397.0027	215	22
397.2027	217	24
397.4027	216	23
397.6027	225	24
397.8027	226	24
398.0027	212	22
398.2027	220	25
398.4027	213	23
398.6027	208	24
398.8027	239	23
399.0027	217	23
399.2027	210	24
399.4027	209	24
399.6027	226	26
399.8027	211	24
400.0027	221	25
400.2027	210	24
400.4027	227	26
400.6027	222	24
400.8027	204	23
401.0027	234	24
401.2027	211	24
401.4027	234	24
401.6027	221	25
401.8027	209	24
402.0027	217	24
402.2027	233	28
402.4027	231	23
402.6027	212	22
402.8027	220	23
403.0027	209	24
403.2027	234	27
403.4027	208	25
403.6027	223	24
403.8027	225	22
404.0027	214	21
404.2027	218	26
404.4027	230	24
404.6027	212	26
404.8027	237	24
405.0027	216	23
405.2027	218	23
405.4027	210	26
405.6027	224	25
405.8027	221	26
406.0027	229	28
406.2027	226	24
406.4027	215	25
406.6027	232	23
406.8027	229	26
407.0027	226	25
407.2027	224	23
407.4027	211	23
407.6027	240	24
407.8027	212	21
408.0027	223	24
408.2027	205	21
408.4027	219	22
408.6027	234	22
408.8027	240	27
409.0027	231	24
409.2027	222	23
409.4027	230	22
409.6027	231	23
409.8027	238	21
410.0027	214	25
410.2027	210	23
410.4027	230	23
410.6027	225	25
410.8027	212	23
411.0027	239	23
411.2027	216	23
411.4027	236	22
411.6027	236	24
411.8027	226	23
412.0027	224	22
412.2027	237	24
412.4027	235	23
412.6027	238	26
412.8027	225	23
413.0027	218	24
413.2027	238	25
413.4027	218	23
413.6027	231	24
413.8027	221	24
414.0027	221	26
414.2027	211	26
414.4027	222	24
414.6027	226	25
414.8027	224	21
415.0027	226	23
415.2027	224	23
415.4027	240	27
415.6027	227	23
415.8027	218	22
416.0027	225	23
416.2027	213	22
416.4027	239	23
416.6027	226	27
416.8027	214	21
417.0027	225	22
417.2027	228	25
417.4027	226	24
417.6027	228	22
417.8027	225	23
418.0027	229	25
418.2027	225	22
418.4027	223	24
418.6027	244	23
418.8027	225	22
419.0027	249	23
419.2027	234	24
419.4027	248	24
419.6027	232	24
419.8027	219	25
420.0027	217	27
420.2027	218	23
420.4027	229	24
420.6027	223	23
420.8027	222	23
421.0027	237	22
421.2027	225	22
421.4027	236	25
421.6027	244	24
421.8027	240	22
422.0027	228	22
422.2027	224	22
422.4027	239	25
422.6027	233	22
422.8027	228	21
423.0027	240	24
423.2027	240	22
423.4027	222	20
423.6027	239	23
423.8027	214	20
424.0027	223	22
424.2027	227	23
424.4027	234	22
424.6027	219	24
424.8027	219	23
425.0027	217	23
425.2027	221	24
425.4027	217	21
425.6027	230	24
425.8027	240	22
426.0027	213	20
426.2027	249	24
426.4027	217	24
426.6027	235	23
426.8027	215	23
427.0027	225	21
427.2027	207	23
427.4027	227	22
427.6027	235	21
427.8027	228	22
428.0027	231	22
428.2027	222	23
428.4027	240	23
428.6027	248	24
428.8027	230	22
429.0027	221	23
429.2027	232	24
429.4027	212	21
429.6027	218	22
429.8027	234	24
430.0027	217	21
430.2027	224	22
430.4027	216	21
430.6027	240	21
430.8027	234	22
431.0027	232	20
431.2027	236	22
431.4027	238	26
431.6027	230	22
431.8027	241	25
432.0027	216	21
432.2027	230	23
432.4027	222	20
432.6027	225	22
432.8027	226	21
433.0027	239	23
433.2027	237	25
433.4027	240	23
433.6027	228	21
433.8027	221	21
434.0027	230	20
434.2027	239	19
434.4027	229	22
434.6027	228	23
434.8027	223	21
435.0027	219	20
435.2027	226	23
435.4027	219	23
435.6027	231	24
435.8027	222	20
436.0027	232	23
436.2027	243	22
436.4027	234	23
436.6027	223	21
436.8027	240	23
437.0027	223	21
437.2027	222	21
437.4027	225	23
437.6027	224	22
437.8027	238	21
438.0027	230	22
438.2027	230	23
438.4027	226	22
438.6027	223	21
438.8027	229	23
439.0027	218	23
439.2027	213	23
439.4027	231	22
439.6027	226	22
439.8027	219	25
440.0027	235	20
440.2027	228	21
440.4027	220	19
440.6027	226	22
440.8027	229	21
441.0027	225	20
441.2027	218	21
441.4027	221	20
441.6027	220	22
441.8027	234	21
442.0027	224	20
442.2027	220	19
442.4027	237	21
442.6027	235	23
442.8027	216	18
443.0027	223	21
443.2027	237	23
443.4027	219	21
443.6027	233	24
443.8027	241	24
444.0027	222	22
444.2027	230	20
444.4027	237	20
444.6027	244	23
444.8027	232	24
445.0027	248	23
445.2027	233	23
445.4027	225	21
445.6027	237	23
445.8027	235	21
446.0027	240	20
446.2027	261	21
446.4027	234	23
446.6027	225	25
446.8027	215	22
447.0027	232	24
447.2027	226	20
447.4027	242	21
447.6027	227	21
447.8027	236	19
448.0027	243	24
448.2027	253	23
448.4027	241	24
448.6027	234	23
448.8027	232	22
449.0027	243	24
449.2027	220	22
449.4027	231	20
449.6027	234	22
449.8027	257	24
450.0027	230	24
450.2027	222	22
450.4027	225	23
450.6027	244	22
450.8027	246	25
451.0027	247	23
451.2027	230	24
451.4027	224	20
451.6027	240	22
451.8027	237	25
452.0027	252	24
452.2027	238	24
452.4027	228	23
452.6027	227	20
452.8027	253	23
453.0027	246	21
453.2027	244	22
453.4027	235	21
453.6027	238	23
453.8027	243	24
454.0027	234	21
454.2027	259	25
454.4027	234	22
454.6027	234	24
454.8027	248	25
455.0027	239	22
455.2027	225	22
455.4027	228	21
455.6027	234	20
455.8027	224	21
456.0027	242	23
456.2027	225	23
456.4027	222	23
456.6027	234	23
456.8027	230	19
457.0027	254	23
457.2027	235	21
457.4027	231	23
457.6027	259	22
457.8027	218	19
458.0027	251	24
458.2027	247	22
458.4027	228	23
458.6027	236	23
458.8027	238	22
459.0027	231	22
459.2027	236	21
459.4027	243	24
459.6027	245	23
459.8027	253	23
460.0027	223	21
460.2027	237	22
460.4027	238	20
460.6027	243	22
460.8027	241	25
461.0027	236	22
461.2027	229	21
461.4027	247	23
461.6027	241	24
461.8027	231	20
462.0027	235	25
462.2027	245	23
462.4027	221	21
462.6027	245	25
462.8027	234	21
463.0027	237	24
463.2027	228	23
463.4027	238	24
463.6027	236	23
463.8027	234	21
464.0027	252	25
464.2027	240	22
464.4027	246	23
464.6027	233	21
464.8027	247	23
465.0027	233	20
465.2027	234	20
465.4027	239	20
465.6027	233	20
465.8027	247	23
466.0027	244	22
466.2027	240	21
466.4027	237	20
466.6027	238	21
466.8027	242	21
467.0027	242	20
467.2027	231	20
467.4027	230	21
467.6027	227	21
467.8027	233	21
468.0027	234	21
468.2027	232	21
468.4027	242	22
468.6027	237	22
468.8027	244	21
469.0027	240	22
469.2027	239	21
469.4027	228	19
469.6027	249	22
469.8027	248	22
470.0027	234	23
470.2027	247	22
470.4027	229	21
470.6027	251	21
470.8027	234	20
471.0027	243	20
471.2027	242	21
471.4027	230	20
471.6027	241	24
471.8027	247	24
472.0027	251	19
472.2027	253	26
472.4027	245	21
472.6027	246	23
472.8027	243	24
473.0027	256	22
473.2027	248	21
473.4027	237	25
473.6027	251	22
473.8027	251	22
474.0027	235	22
474.2027	233	24
474.4027	254	22
474.6027	232	20
474.8027	255	22
475.0027	237	20
475.2027	246	23
475.4027	234	23
475.6027	247	23
475.8027	255	21
476.0027	240	20
476.2027	245	21
476.4027	225	20
476.6027	244	20
476.8027	243	19
477.0027	237	18
477.2027	245	19
477.4027	231	21
477.6027	249	23
477.8027	227	21
478.0027	241	22
478.2027	239	20
478.4027	242	20
478.6027	240	21
478.8027	243	20
479.0027	240	23
479.2027	232	23
479.4027	237	24
479.6027	237	20
479.8027	248	21
480.0027	252	23
480.2027	243	19
480.4027	244	20
480.6027	239	21
480.8027	253	21
481.0027	240	20
481.2027	247	21
481.4027	246	21
481.6027	235	21
481.8027	251	23
482.0027	241	22
482.2027	259	23
482.4027	242	24
482.6027	237	20
482.8027	234	21
483.0027	250	22
483.2027	246	21
483.4027	246	22
483.6027	244	23
483.8027	245	21
484.0027	251	21
484.2027	233	22
484.4027	231	21
484.6027	235	23
484.8027	239	21
485.0027	242	21
485.2027	235	22
485.4027	246	20
485.6027	258	23
485.8027	249	24
486.0027	235	20
486.2027	249	23
486.4027	236	20
486.6027	261	23
486.8027	248	22
487.0027	237	22
487.2027	248	22
487.4027	252	22
487.6027	239	21
487.8027	239	22
488.0027	251	25
488.2027	243	20
488.4027	241	22
488.6027	251	22
488.8027	233	23
489.0027	243	21
489.2027	255	24
489.4027	251	22
489.6027	246	21
489.8027	240	22
490.0027	226	20
490.2027	235	19
490.4027	241	19
490.6027	240	22
490.8027	252	21
491.0027	237	20
491.2027	263	23
491.4027	253	22
491.6027	249	20
491.8027	243	23
492.0027	259	22
492.2027	242	21
492.4027	251	23
492.6027	250	22
492.8027	253	22
493.0027	254	19
493.2027	270	21
493.4027	246	20
493.6027	238	21
493.8027	255	20
494.0027	236	21
494.2027	250	21
494.4027	252	20
494.6027	247	18
494.8027	240	21
495.0027	260	21
495.2027	244	19
495.4027	255	21
495.6027	255	22
495.8027	261	23
496.0027	245	19
496.2027	254	22
496.4027	257	22
496.6027	253	20
496.8027	261	22
497.0027	266	21
497.2027	244	19
497.4027	255	20
497.6027	246	21
497.8027	249	20
498.0027	241	22
498.2027	262	24
498.4027	247	22
498.6027	242	25
498.8027	237	20
499.0027	248	23
499.2027	254	20
499.4027	256	23
499.6027	244	22
499.8027	248	22
500.0027	237	20
500.2027	240	22
500.4027	243	21
500.6027	242	20
500.8027	261	23
501.0027	265	22
501.2027	257	22
501.4027	260	21
501.6027	251	22
501.8027	260	23
502.0027	241	21
502.2027	260	24
502.4027	259	23
502.6027	245	20
502.8027	233	20
503.0027	251	21
503.2027	242	20
503.4027	247	20
503.6027	240	19
503.8027	251	21
504.0027	264	20
504.2027	245	20
504.4027	226	22
504.6027	259	20
504.8027	246	21
505.0027	240	21
505.2027	242	19
505.4027	239	22
505.6027	237	20
505.8027	238	18
506.0027	246	20
506.2027	254	20
506.4027	243	21
506.6027	266	20
506.8027	234	18
507.0027	236	19
507.2027	237	19
507.4027	246	20
507.6027	238	19
507.8027	269	18
508.0027	254	20
508.2027	248	19
508.4027	262	22
508.6027	252	20
508.8027	237	17
509.0027	250	19
509.2027	236	16
509.4027	267	22
509.6027	235	19
509.8027	261	21
510.0027	272	21
510.2027	249	19
510.4027	254	20
510.6027	251	17
510.8027	241	20
511.0027	235	20
511.2027	226	18
511.4027	254	20
511.6027	251	20
511.8027	250	18
512.0027	263	19
512.2027	233	17
512.4027	243	20
512.6027	239	18
512.8027	257	22
513.0027	262	21
513.2027	240	18
513.4027	243	20
513.6027	239	19
513.8027	243	22
514.0027	263	19
514.2027	242	21
514.4027	241	20
514.6027	263	22
514.8027	229	17
515.0027	236	19
515.2027	259	18
515.4027	265	20
515.6027	249	19
515.8027	248	19
516.0027	248	18
516.2027	248	21
516.4027	227	19
516.6027	248	21
516.8027	240	20
517.0027	242	18
517.2027	257	21
517.4027	260	22
517.6027	255	21
517.8027	256	21
518.0027	233	20
518.2027	266	23
518.4027	237	18
518.6027	244	20
518.8027	259	23
519.0027	253	21
519.2027	241	20
519.4027	240	18
519.6027	247	20
519.8027	245	19
520.0027	246	21
520.2027	234	22
520.4027	245	22
520.6027	261	21
520.8027	247	23
521.0027	235	20
521.2027	238	21
521.4027	234	18
521.6027	257	20
521.8027	232	19
522.0027	245	20
522.2027	242	20
522.4027	249	20
522.6027	229	20
522.8027	246	21
523.0027	240	18
523.2027	235	20
523.4027	231	20
523.6027	238	18
523.8027	257	19
524.0027	237	22
524.2027	250	20
524.4027	261	23
524.6027	235	21
524.8027	239	22
525.0027	254	23
525.2027	247	20
525.4027	251	21
525.6027	236	19
525.8027	236	21
526.0027	235	21
526.2027	241	22
526.4027	245	22
526.6027	241	22
526.8027	248	23
527.0027	261	24
527.2027	243	23
527.4027	252	23
527.6027	230	23
527.8027	237	23
528.0027	247	24
528.2027	243	24
528.4027	242	22
528.6027	224	23
528.8027	229	22
529.0027	243	23
529.2027	240	24
529.4027	244	24
529.6027	236	20
529.8027	251	22
530.0027	239	18
530.2027	247	26
530.4027	233	24
530.6027	253	22
530.8027	231	20
531.0027	238	22
531.2027	240	23
531.4027	235	18
531.6027	237	22
531.8027	254	21
532.0027	252	23
532.2027	245	24
532.4027	259	21
532.6027	246	22
532.8027	238	21
533.0027	240	19
533.2027	233	22
533.4027	255	23
533.6027	233	22
533.8027	241	19
534.0027	265	23
534.2027	239	21
534.4027	242	22
534.6027	255	21
534.8027	244	21
535.0027	252	24
535.2027	254	24
535.4027	231	23
535.6027	262	26
535.8027	252	26
536.0027	246	24
536.2027	247	22
536.4027	256	23
536.6027	251	25
536.8027	256	24
537.0027	244	25
537.2027	234	20
537.4027	237	23
537.6027	244	24
537.8027	258	25
538.0027	254	21
538.2027	232	21
538.4027	226	22
538.6027	253	21
538.8027	237	22
539.0027	244	23
539.2027	241	21
539.4027	244	27
539.6027	257	23
539.8027	239	22
540.0027	245	24
540.2027	245	24
540.4027	251	27
540.6027	250	22
540.8027	255	24
541.0027	256	20
541.2027	230	23
541.4027	239	21
541.6027	243	19
541.8027	254	23
542.0027	246	21
542.2027	245	22
542.4027	251	23
542.6027	244	24
542.8027	229	21
543.0027	259	25
543.2027	258	26
543.4027	238	22
543.6027	257	24
543.8027	261	25
544.0027	236	24
544.2027	238	19
544.4027	241	23
544.6027	245	23
544.8027	243	23
545.0027	249	26
545.2027	258	26
545.4027	240	24
545.6027	235	23
545.8027	259	25
546.0027	252	26
546.2027	257	26
546.4027	243	26
546.6027	242	22
546.8027	247	22
547.0027	245	23
547.2027	255	22
547.4027	248	23
547.6027	252	24
547.8027	249	25
548.0027	253	25
548.2027	246	23
548.4027	246	26
548.6027	255	25
548.8027	259	27
549.0027	254	24
549.2027	239	22
549.4027	245	24
549.6027	241	23
549.8027	232	22
550.0027	254	25
550.2027	263	25
550.4027	256	24
550.6027	225	21
550.8027	239	24
551.0027	234	23
551.2027	236	24
551.4027	255	25
551.6027	242	23
551.8027	248	25
552.0027	256	23
552.2027	243	23
552.4027	240	24
552.6027	257	23
552.8027	239	21
553.0027	237	26
553.2027	237	21
553.4027	258	21
553.6027	249	23
553.8027	251	23
554.0027	235	23
554.2027	247	24
554.4027	254	24
554.6027	247	23
554.8027	237	21
555.0027	242	23
555.2027	267	22
555.4027	248	23
555.6027	254	23
555.8027	252	19
556.0027	247	24
556.2027	241	20
556.4027	242	24
556.6027	242	25
556.8027	263	26
557.0027	257	26
557.2027	249	24
557.4027	265	25
557.6027	244	23
557.8027	266	27
558.0027	263	22
558.2027	251	25
558.4027	248	26
558.6027	242	21
558.8027	242	23
559.0027	255	25
559.2027	244	23
559.4027	249	25
559.6027	263	23
559.8027	272	27
560.0027	250	25
560.2027	263	25
560.4027	244	23
560.6027	256	24
560.8027	247	23
561.0027	263	26
561.2027	260	26
561.4027	251	23
561.6027	258	24
561.8027	254	24
562.0027	247	25
562.2027	268	28
562.4027	253	26
562.6027	254	26
562.8027	260	24
563.0027	245	23
563.2027	267	23
563.4027	263	25
563.6027	248	26
563.8027	247	26
564.0027	255	25
564.2027	247	21
564.4027	250	25
564.6027	249	26
564.8027	267	26
565.0027	251	28
565.2027	243	25
565.4027	239	26
565.6027	258	27
565.8027	248	21
566.0027	248	24
566.2027	236	26
566.4027	229	22
566.6027	244	25
566.8027	245	27
567.0027	258	24
567.2027	250	23
567.4027	246	26
567.6027	255	23
567.8027	233	24
568.0027	246	23
568.2027	244	23
568.4027	255	24
568.6027	248	24
568.8027	258	24
569.0027	240	20
569.2027	254	24
569.4027	247	22
569.6027	239	25
569.8027	246	23
570.0027	243	26
570.2027	257	24
570.4027	245	26
570.6027	268	26
570.8027	259	25
571.0027	246	24
571.2027	265	24
571.4027	255	24
571.6027	271	29
571.8027	250	21
572.0027	256	24
572.2027	249	21
572.4027	249	23
572.6027	247	23
572.8027	253	22
573.0027	260	23
573.2027	251	22
573.4027	246	23
573.6027	246	25
573.8027	278	25
574.0027	239	22
574.2027	273	23
574.4027	261	22
574.6027	244	19
574.8027	235	23
575.0027	247	25
575.2027	265	24
575.4027	264	23
575.6027	244	22
575.8027	267	26
576.0027	242	21
576.2027	250	25
576.4027	250	20
576.6027	272	22
576.8027	253	24
577.0027	267	26
577.2027	254	26
577.4027	252	21
577.6027	245	23
577.8027	263	21
578.0027	257	24
578.2027	249	20
578.4027	244	22
578.6027	246	22
578.8027	263	24
579.0027	254	24
579.2027	251	24
579.4027	256	23
579.6027	255	24
579.8027	255	22
580.0027	248	23
580.2027	241	23
580.4027	270	23
580.6027	255	23
580.8027	258	24
581.0027	239	23
581.2027	247	25
581.4027	242	22
581.6027	258	23
581.8027	250	23
582.0027	248	22
582.2027	241	21
582.4027	253	26
582.6027	252	23
582.8027	237	25
583.0027	261	25
583.2027	245	21
583.4027	263	24
583.6027	244	22
583.8027	245	24
584.0027	253	24
584.2027	258	25
584.4027	246	22
584.6027	278	24
584.8027	252	22
585.0027	246	21
585.2027	254	21
585.4027	262	24
585.6027	260	23
585.8027	263	26
586.0027	251	23
586.2027	256	24
586.4027	256	22
586.6027	268	24
586.8027	252	21
587.0027	253	22
587.2027	246	21
587.4027	261	24
587.6027	243	22
587.8027	250	22
588.0027	250	20
588.2027	251	20
588.4027	241	22
588.6027	253	23
588.8027	253	22
589.0027	259	23
589.2027	251	23
589.4027	267	23
589.6027	269	22
589.8027	250	21
590.0027	254	23
590.2027	262	22
590.4027	258	23
590.6027	259	22
590.8027	249	22
591.0027	249	22
591.2027	254	25
591.4027	242	21
591.6027	242	21
591.8027	254	21
592.0027	242	24
592.2027	245	23
592.4027	268	23
592.6027	260	22
592.8027	262	22
593.0027	255	24
593.2027	241	21
593.4027	266	23
593.6027	252	24
593.8027	259	23
594.0027	266	23
594.2027	245	21
594.4027	260	24
594.6027	259	27
594.8027	255	27
595.0027	261	24
595.2027	256	22
595.4027	255	24
595.6027	261	22
595.8027	259	26
596.0027	261	24
596.2027	263	25
596.4027	260	23
596.6027	258	26
596.8027	276	26
597.0027	255	25
597.2027	261	27
597.4027	257	23
597.6027	259	25
597.8027	273	26
598.0027	267	23
598.2027	242	22
598.4027	262	24
598.6027	268	26
598.8027	257	23
599.0027	250	25
599.2027	265	22
599.4027	263	22
599.6027	262	21
599.8027	267	24
600.0027	280	22
600.2027	255	24
600.4027	274	23
600.6027	255	24
600.8027	257	24
601.0027	247	22
601.2027	252	23
601.4027	254	23
601.6027	256	24
601.8027	247	21
602.0027	263	23
602.2027	264	22
602.4027	252	26
602.6027	246	23
602.8027	249	22
603.0027	245	21
603.2027	249	22
603.4027	250	23
603.6027	254	21
603.8027	260	23
604.0027	239	20
604.2027	241	22
604.4027	252	22
604.6027	246	22
604.8027	250	25
605.0027	253	22
605.2027	242	24
605.4027	257	22
605.6027	251	22
605.8027	241	21
606.0027	251	21
606.2027	242	22
606.4027	244	25
606.6027	247	24
606.8027	264	25
607.0027	254	26
607.2027	255	24
607.4027	258	25
607.6027	252	24
607.8027	247	25
608.0027	234	22
608.2027	260	24
608.4027	252	25
608.6027	254	23
608.8027	252	23
609.0027	259	25
609.2027	249	24
609.4027	251	25
609.6027	252	20
609.8027	237	22
610.0027	253	23
610.2027	252	23
610.4027	251	25
610.6027	252	23
610.8027	251	28
611.0027	237	26
611.2027	272	26
611.4027	256	24
611.6027	248	24
611.8027	265	27
612.0027	246	21
612.2027	266	26
612.4027	246	21
612.6027	272	27
612.8027	266	25
613.0027	250	24
613.2027	249	24
613.4027	252	26
613.6027	254	24
613.8027	255	25
614.0027	263	25
614.2027	247	23
614.4027	253	26
614.6027	230	22
614.8027	237	26
615.0027	246	26
615.2027	253	24
615.4027	252	23
615.6027	254	24
615.8027	253	24
616.0027	259	25
616.2027	243	25
616.4027	246	25
616.6027	260	24
616.8027	256	23
617.0027	241	22
617.2027	265	23
617.4027	266	25
617.6027	253	24
617.8027	261	20
618.0027	238	25
618.2027	247	24
618.4027	242	25
618.6027	262	24
618.8027	258	25
619.0027	261	22
619.2027	246	26
619.4027	238	21
619.6027	260	23
619.8027	254	23
620.0027	273	21
620.2027	249	22
620.4027	259	24
620.6027	259	23
620.8027	248	23
621.0027	248	25
621.2027	255	23
621.4027	254	24
621.6027	260	27
621.8027	233	24
622.0027	260	22
622.2027	253	22
622.4027	254	22
622.6027	249	22
622.8027	268	23
623.0027	250	22
623.2027	277	25
623.4027	259	24
623.6027	256	26
623.8027	251	24
624.0027	259	22
624.2027	260	25
624.4027	277	23
624.6027	268	20
624.8027	266	22
625.0027	266	21
625.2027	260	21
625.4027	252	20
625.6027	258	25
625.8027	259	22
626.0027	244	25
626.2027	258	24
626.4027	259	25
626.6027	257	25
626.8027	260	26
627.0027	265	24
627.2027	261	24
627.4027	256	27
627.6027	268	24
627.8027	254	25
628.0027	241	25
628.2027	243	21
628.4027	252	22
628.6027	258	25
628.8027	258	26
629.0027	247	20
629.2027	246	24
629.4027	244	24
629.6027	256	20
629.8027	254	25
630.0027	255	24
630.2027	266	26
630.4027	250	22
630.6027	252	26
630.8027	276	24
631.0027	254	23
631.2027	259	25
631.4027	248	24
631.6027	261	26
631.8027	252	24
632.0027	246	21
632.2027	259	25
632.4027	252	24
632.6027	267	26
632.8027	257	25
633.0027	246	24
633.2027	259	25
633.4027	266	23
633.6027	258	21
633.8027	261	26
634.0027	250	26
634.2027	260	24
634.4027	257	26
634.6027	252	23
634.8027	253	24
635.0027	258	25
635.2027	257	26
635.4027	251	24
635.6027	259	23
635.8027	254	26
636.0027	246	23
636.2027	243	23
636.4027	259	24
636.6027	242	23
636.8027	256	24
637.0027	261	23
637.2027	251	24
637.4027	244	23
637.6027	266	25
637.8027	244	22
638.0027	253	27
638.2027	272	23
638.4027	258	27
638.6027	264	25
638.8027	264	23
639.0027	257	25
639.2027	267	26
639.4027	262	25
639.6027	266	24
639.8027	260	24
640.0027	257	22
640.2027	245	25
640.4027	255	24
640.6027	252	23
640.8027	251	22
641.0027	252	24
641.2027	260	22
641.4027	266	25
641.6027	264	24
641.8027	249	24
642.0027	237	22
642.2027	251	25
642.4027	256	25
642.6027	254	22
642.8027	253	23
643.0027	241	23
643.2027	257	27
643.4027	254	25
643.6027	245	23
643.8027	267	27
644.0027	254	25
644.2027	246	24
644.4027	258	26
644.6027	256	26
644.8027	254	22
645.0027	256	24
645.2027	248	23
645.4027	252	27
645.6027	255	24
645.8027	255	23
646.0027	266	25
646.2027	245	23
646.4027	258	25
646.6027	228	24
646.8027	266	26
647.0027	244	24
647.2027	263	25
647.4027	242	25
647.6027	247	23
647.8027	263	27
648.0027	271	25
648.2027	260	26
648.4027	248	26
648.6027	246	24
648.8027	256	27
649.0027	253	25
649.2027	251	26
649.4027	260	24
649.6027	266	25
649.8027	254	27
