Timestep,C2H2,HO,H2,C4H4,H2O,H,C2H3,C2H,C4H5O,C4H3,C2H4O,C2HO,C2,O,CH2,C3H3O,CH3O,C2H3O,C2H2O,CO,CH4O2,CH2O,H3O,C3H3,C3H4,C2H4,C3H2,C3H,C4H2,CHO,CH3,CH5O,CH5,CH4,C4H,C4H4O,C3H6,C4H5,C4,C4H3O,C3H5,C2H5,C3,C4H2O,CH,C3H7,C,C4H6,H3,C4HO,C3H5O,C2H7,C3H4O,C4H8,C4H7,C2H6,H4O,CH4O,C4H9,CH6
3652000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,1,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658000,9,0,113,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659000,9,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660000,9,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661000,9,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662000,9,0,112,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663000,9,0,112,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664000,9,0,112,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665000,8,1,112,0,6,0,5,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666000,8,1,112,0,6,0,5,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667000,9,1,112,0,6,1,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668000,8,1,112,0,6,1,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669000,8,1,112,0,6,1,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670000,8,1,113,0,6,0,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671000,8,1,113,0,6,0,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672000,8,1,113,0,6,0,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673000,8,1,113,0,6,0,4,4,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674000,8,1,112,0,6,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675000,8,1,113,0,6,1,4,4,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676000,8,1,113,0,6,1,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677000,8,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678000,8,0,112,0,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679000,8,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680000,8,0,112,0,7,2,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681000,8,0,112,0,7,3,4,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682000,8,0,111,0,7,5,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683000,8,0,112,0,7,3,4,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684000,8,0,111,1,7,3,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685000,8,0,112,1,7,3,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686000,8,0,112,1,7,2,3,2,0,1,0,0,1,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687000,8,0,112,1,7,1,3,2,0,1,0,0,2,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688000,7,0,112,1,7,1,3,2,0,1,0,0,1,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689000,8,0,111,1,7,1,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690000,8,0,111,1,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691000,7,0,111,1,7,2,3,3,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692000,7,0,111,1,7,1,3,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693000,7,0,111,1,7,2,3,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694000,7,0,111,1,7,2,3,3,0,1,0,0,1,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695000,7,0,111,1,7,2,3,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696000,7,0,111,1,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697000,7,0,110,0,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3698000,7,0,110,0,7,2,3,2,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,1,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699000,7,0,110,0,7,2,3,1,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700000,7,0,110,0,7,2,3,3,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701000,7,0,110,0,7,2,3,1,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702000,7,0,110,0,7,2,3,2,0,1,0,0,1,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703000,7,0,110,0,7,2,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704000,7,0,110,0,7,2,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705000,7,0,110,0,7,2,3,3,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706000,7,0,110,0,7,2,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707000,7,0,111,0,7,2,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708000,7,0,111,0,7,2,3,2,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709000,7,0,111,0,7,2,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710000,7,0,112,0,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711000,7,0,112,0,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712000,7,0,112,0,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713000,8,0,112,0,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714000,8,0,112,0,7,1,3,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715000,8,0,113,0,7,0,3,3,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716000,8,0,113,0,7,0,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717000,8,0,113,0,7,0,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718000,8,0,113,0,7,0,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719000,8,0,113,0,7,0,3,2,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720000,8,0,113,0,7,0,3,2,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721000,8,0,113,0,7,0,3,2,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722000,8,0,113,0,7,0,3,3,0,1,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723000,8,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724000,8,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725000,8,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726000,8,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727000,7,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728000,7,0,113,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738000,8,0,112,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741000,8,0,113,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742000,8,0,111,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743000,8,0,112,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744000,8,0,111,0,7,0,3,1,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745000,8,0,111,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746000,8,0,112,0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751000,8,0,112,0,7,1,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752000,8,0,111,0,7,3,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753000,8,0,111,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754000,8,0,111,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755000,8,0,112,0,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756000,8,0,112,0,7,1,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757000,8,0,112,0,7,1,2,3,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758000,8,0,112,0,7,1,2,3,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759000,8,0,112,0,7,1,2,3,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760000,8,0,112,0,7,2,2,3,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761000,8,0,113,0,7,1,2,3,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
