Timestep,HO,H2O,O,H3O,H4O
6944000,0,7,0,0,0
6945000,0,7,0,0,0
6946000,0,7,0,0,0
6947000,0,7,0,0,0
6948000,0,7,0,0,0
6949000,0,7,0,0,0
6950000,0,7,0,0,0
6951000,0,7,0,0,0
6952000,0,7,0,0,0
6953000,0,7,0,0,0
6954000,0,7,0,0,0
6955000,0,7,0,0,0
6956000,0,7,0,0,0
6957000,0,7,0,0,0
6958000,0,7,0,0,0
6959000,0,7,0,0,0
6960000,1,7,0,0,0
6961000,0,7,0,0,0
6962000,0,7,0,0,0
6963000,0,7,0,0,0
6964000,0,7,0,0,0
6965000,1,7,0,0,0
6966000,0,7,0,0,0
6967000,0,7,0,0,0
6968000,0,7,0,0,0
6969000,0,7,0,0,0
6970000,0,7,0,0,0
6971000,0,7,0,0,0
6972000,1,7,0,0,0
6973000,0,7,0,0,0
6974000,0,7,0,0,0
6975000,0,7,0,0,0
6976000,0,7,0,0,0
6977000,0,7,0,0,0
6978000,0,7,0,0,0
6979000,0,7,0,0,0
6980000,0,7,0,0,0
6981000,0,7,0,0,0
6982000,0,7,0,0,0
6983000,0,7,0,0,0
6984000,0,7,0,0,0
6985000,0,7,0,0,0
6986000,0,7,0,0,0
6987000,0,7,0,0,0
6988000,0,7,0,0,0
6989000,0,7,0,0,0
6990000,0,7,0,0,0
6991000,0,7,0,0,0
6992000,0,7,0,0,0
6993000,0,7,0,0,0
6994000,0,7,0,0,0
6995000,0,7,0,0,0
6996000,0,7,0,0,0
6997000,0,7,0,0,0
6998000,0,7,0,0,0
6999000,0,7,0,0,0
7000000,0,7,0,0,0
7001000,0,7,0,0,0
7002000,0,7,0,0,0
7003000,0,7,0,0,0
7004000,0,7,0,0,0
7005000,0,7,0,0,0
7006000,0,7,0,0,0
7007000,0,7,0,0,0
7008000,0,7,0,0,0
7009000,0,7,0,0,0
7010000,0,7,0,0,0
7011000,0,7,0,0,0
7012000,0,7,0,0,0
7013000,0,7,0,0,0
7014000,0,7,0,0,0
7015000,0,7,0,0,0
7016000,0,7,0,0,0
7017000,0,7,0,0,0
7018000,0,7,0,0,0
7019000,0,7,0,0,0
7020000,0,7,0,0,0
7021000,0,7,0,0,0
7022000,0,7,0,0,0
7023000,0,7,0,0,0
7024000,0,7,0,0,0
7025000,0,6,0,0,0
7026000,0,6,0,0,0
7027000,0,6,0,0,0
7028000,0,6,0,0,0
7029000,0,6,0,0,0
7030000,0,6,0,0,0
7031000,0,6,0,0,0
7032000,0,6,0,0,0
7033000,0,6,0,0,0
7034000,0,6,0,0,0
7035000,1,6,0,0,0
7036000,0,6,0,0,0
7037000,0,6,0,0,0
7038000,0,6,0,0,0
7039000,0,6,0,0,0
7040000,0,6,0,0,0
7041000,0,6,0,0,0
7042000,0,6,0,0,0
7043000,0,6,0,0,0
7044000,0,6,0,0,0
7045000,0,6,0,0,0
7046000,0,6,0,0,0
7047000,0,6,0,0,0
7048000,0,6,0,0,0
7049000,0,6,0,0,0
7050000,0,6,0,0,0
7051000,0,6,0,0,0
7052000,0,6,0,0,0
7053000,0,6,0,0,0
7054000,0,6,0,0,0
7055000,0,6,0,0,0
7056000,0,6,0,0,0
7057000,0,6,0,0,0
7058000,0,6,0,0,0
7059000,0,6,0,0,0
7060000,0,6,0,0,0
7061000,0,6,0,0,0
7062000,1,6,0,0,0
7063000,0,6,0,0,0
7064000,0,6,0,0,0
7065000,0,6,0,0,0
7066000,0,6,0,0,0
7067000,0,6,0,0,0
7068000,0,6,0,0,0
7069000,0,6,0,0,0
7070000,0,6,0,0,0
7071000,1,6,0,0,0
7072000,0,6,0,0,0
7073000,0,6,0,0,0
7074000,0,6,0,0,0
7075000,0,6,0,0,0
7076000,0,6,0,0,0
7077000,0,6,0,0,0
7078000,0,6,0,0,0
7079000,0,6,0,0,0
7080000,0,6,0,0,0
7081000,0,6,0,0,0
7082000,0,6,0,0,0
7083000,0,6,0,0,0
7084000,0,6,0,0,0
7085000,0,6,0,0,0
7086000,0,6,0,0,0
7087000,0,6,0,0,0
7088000,0,6,0,0,0
7089000,0,6,0,0,0
7090000,0,6,0,0,0
7091000,0,6,0,0,0
7092000,0,6,0,0,0
7093000,0,6,0,0,0
7094000,0,6,0,0,0
7095000,0,6,0,0,0
7096000,0,6,0,0,0
7097000,0,6,0,0,0
7098000,0,6,0,0,0
7099000,0,6,0,0,0
7100000,0,6,0,0,0
7101000,0,6,0,0,0
7102000,0,6,0,0,0
7103000,0,6,0,0,0
7104000,0,6,0,0,0
7105000,0,6,0,0,0
7106000,0,6,0,0,0
7107000,0,6,0,0,0
7108000,0,6,0,0,0
7109000,0,6,0,0,0
7110000,0,6,0,0,0
7111000,0,6,0,0,0
7112000,0,6,0,0,0
7113000,0,6,0,0,0
7114000,0,6,0,0,0
7115000,0,6,0,0,0
7116000,0,6,0,0,0
7117000,0,6,0,0,0
7118000,0,6,0,0,0
7119000,0,6,0,0,0
7120000,0,6,0,0,0
7121000,0,6,0,0,0
7122000,0,6,0,0,0
7123000,0,6,0,0,0
7124000,0,6,0,0,0
7125000,0,6,0,0,0
7126000,0,6,0,0,0
7127000,0,6,0,0,0
7128000,0,6,0,0,0
7129000,0,6,0,0,0
7130000,0,6,0,0,0
7131000,0,6,0,0,0
7132000,0,6,0,0,0
7133000,0,6,0,0,0
7134000,0,6,0,0,0
7135000,0,6,0,0,0
7136000,0,6,0,0,0
7137000,0,6,0,0,0
7138000,0,6,0,0,0
7139000,0,6,0,0,0
7140000,0,6,0,0,0
7141000,0,6,0,0,0
7142000,0,6,0,0,0
7143000,0,6,0,0,0
7144000,0,6,0,0,0
7145000,0,6,0,0,0
7146000,0,6,0,0,0
7147000,0,6,0,0,0
7148000,0,6,0,0,0
7149000,0,6,0,0,0
7150000,0,6,0,0,0
7151000,0,6,0,0,0
7152000,0,6,0,0,0
7153000,0,6,0,0,0
7154000,0,6,0,0,0
7155000,0,6,0,0,0
7156000,0,6,0,0,0
7157000,0,6,0,0,0
7158000,0,6,0,0,0
7159000,0,6,0,0,0
7160000,0,6,0,0,0
7161000,0,6,0,0,0
7162000,1,6,0,0,0
7163000,0,6,0,0,0
7164000,0,6,0,0,0
7165000,1,6,0,0,0
7166000,0,6,0,0,0
7167000,0,6,0,0,0
7168000,0,6,0,0,0
7169000,0,6,0,0,0
7170000,0,6,0,0,0
7171000,0,6,0,0,0
7172000,0,6,0,0,0
7173000,0,6,0,0,0
7174000,0,6,0,0,0
7175000,0,6,0,0,0
7176000,0,6,0,0,0
7177000,0,6,0,0,0
7178000,0,6,0,0,0
7179000,0,6,0,0,0
7180000,0,6,0,0,0
7181000,0,6,0,0,0
7182000,0,6,0,0,0
7183000,0,6,0,0,0
7184000,0,6,0,0,0
7185000,0,6,0,0,0
7186000,0,6,0,0,0
7187000,0,6,0,0,0
7188000,0,6,0,0,0
7189000,1,6,0,0,0
7190000,0,6,0,0,0
7191000,0,6,0,0,0
7192000,0,6,0,0,0
7193000,0,6,0,0,0
7194000,0,6,0,0,0
7195000,0,6,0,0,0
7196000,0,6,0,0,0
7197000,0,6,0,0,0
7198000,0,6,0,0,0
7199000,0,6,0,0,0
7200000,0,6,0,0,0
7201000,0,6,0,0,0
7202000,0,6,0,0,0
7203000,0,6,0,0,0
7204000,0,6,0,0,0
7205000,0,6,0,0,0
7206000,0,6,0,0,0
7207000,0,6,0,0,0
7208000,0,6,0,0,0
7209000,0,6,0,0,0
7210000,0,6,0,0,0
7211000,0,6,0,0,0
7212000,0,6,0,0,0
7213000,0,6,0,0,0
7214000,0,6,0,0,0
7215000,0,6,0,0,0
7216000,0,6,0,0,0
7217000,0,6,0,0,0
7218000,0,6,0,0,0
7219000,0,6,0,0,0
7220000,0,6,0,0,0
7221000,0,6,0,0,0
7222000,0,6,0,0,0
7223000,0,6,0,0,0
7224000,0,6,0,0,0
7225000,0,6,0,0,0
7226000,0,6,0,0,0
7227000,0,6,0,0,0
7228000,0,6,0,0,0
7229000,0,6,0,0,0
7230000,0,6,0,0,0
7231000,0,6,0,0,0
7232000,0,6,0,0,0
7233000,0,6,0,0,0
7234000,0,6,0,0,0
7235000,0,6,0,0,0
7236000,0,6,0,0,0
7237000,0,6,0,0,0
7238000,0,5,0,0,1
7239000,0,6,0,0,0
7240000,0,6,0,0,0
7241000,0,6,0,0,0
7242000,0,6,0,0,0
7243000,0,6,0,0,0
7244000,0,6,0,0,0
7245000,0,6,0,0,0
7246000,0,6,0,0,0
7247000,0,6,0,0,0
7248000,0,6,0,0,0
7249000,0,6,0,0,0
7250000,0,6,0,0,0
7251000,0,6,0,0,0
7252000,0,6,0,0,0
7253000,0,6,0,0,0
7254000,0,6,0,0,0
7255000,0,6,0,0,0
7256000,0,6,0,0,0
7257000,0,6,0,0,0
7258000,0,6,0,0,0
7259000,0,6,0,0,0
7260000,0,6,0,0,0
7261000,0,6,0,0,0
7262000,0,6,0,0,0
7263000,1,6,0,0,0
7264000,0,6,0,0,0
7265000,0,6,0,0,0
7266000,0,6,0,0,0
7267000,0,6,0,0,0
7268000,0,6,0,0,0
7269000,0,6,0,0,0
7270000,0,6,0,0,0
7271000,0,6,0,0,0
7272000,0,6,0,0,0
7273000,0,6,0,0,0
7274000,0,6,0,0,0
7275000,0,6,0,0,0
7276000,0,6,0,0,0
7277000,0,6,0,0,0
7278000,0,6,0,0,0
7279000,0,6,0,0,0
7280000,0,6,0,0,0
7281000,0,6,0,0,0
7282000,0,6,0,0,0
7283000,0,6,0,0,0
7284000,0,6,0,0,0
7285000,0,6,0,0,0
7286000,0,6,0,0,0
7287000,0,6,0,0,0
7288000,0,6,0,0,0
7289000,0,6,0,0,0
7290000,0,6,0,0,0
7291000,0,6,0,0,0
7292000,0,6,0,0,0
7293000,0,6,0,0,0
7294000,0,6,0,0,0
7295000,0,6,0,0,0
7296000,0,6,0,0,0
7297000,0,6,0,0,0
7298000,0,6,0,0,0
7299000,0,6,0,0,0
7300000,0,6,0,0,0
7300027,0,6,0,0,0
7301000,0,6,0,0,0
7302000,0,6,0,0,0
7303000,0,6,0,0,0
7304000,0,6,0,0,0
7305000,0,6,0,0,0
7306000,0,6,0,0,0
7307000,0,6,0,0,0
7308000,0,6,0,0,0
7309000,0,6,0,0,0
7310000,0,6,0,0,0
7311000,0,6,0,0,0
7312000,0,6,0,0,0
7313000,0,6,0,0,0
7314000,0,6,0,0,0
7315000,0,6,0,0,0
7316000,0,6,0,0,0
7317000,0,6,0,0,0
7318000,0,6,0,0,0
7319000,0,6,0,0,0
7320000,0,6,0,0,0
7321000,0,6,0,0,0
7322000,0,6,0,0,0
7323000,0,6,0,0,0
7324000,0,6,0,0,0
7325000,0,6,0,0,0
7326000,0,6,0,0,0
7327000,0,6,0,0,0
7328000,0,6,0,0,0
7329000,1,6,0,0,0
7330000,0,6,0,0,0
7331000,0,6,0,0,0
7332000,0,6,0,0,0
7333000,0,6,0,0,0
7334000,0,6,0,0,0
7335000,0,6,0,0,0
7336000,0,6,0,0,0
7337000,0,6,0,0,0
7338000,0,6,0,0,0
7339000,0,6,0,0,0
7340000,0,6,0,0,0
7341000,0,6,0,0,0
7342000,0,6,0,0,0
7343000,0,6,0,0,0
7344000,0,6,0,0,0
7345000,0,6,0,0,0
7346000,0,6,0,0,0
7347000,0,6,0,0,0
7348000,0,6,0,0,0
7349000,0,6,0,0,0
7350000,0,6,0,0,0
7351000,0,6,0,0,0
7352000,0,6,0,0,0
7353000,0,6,0,0,0
7354000,0,6,0,0,0
7355000,0,6,0,0,0
7356000,0,6,0,0,0
7357000,0,6,0,0,0
7358000,0,6,0,0,0
7359000,0,6,0,0,0
7360000,0,6,0,0,0
7361000,0,6,0,0,0
7362000,0,6,0,0,0
7363000,0,6,0,0,0
7364000,0,6,0,0,0
7365000,0,6,0,0,0
7366000,0,6,0,0,0
7367000,0,6,0,0,0
7368000,0,6,0,0,0
7369000,0,6,0,0,0
7370000,0,6,0,0,0
7371000,0,6,0,0,0
7372000,0,6,0,0,0
7373000,0,6,0,0,0
7374000,0,6,0,0,0
7375000,0,6,0,0,0
7376000,0,6,0,0,0
7377000,0,6,0,0,0
7378000,0,6,0,0,0
7379000,0,6,0,0,0
7380000,0,6,0,0,0
7381000,0,6,0,0,0
7382000,0,6,0,0,0
7383000,0,6,0,0,0
7384000,0,6,0,0,0
7385000,0,6,0,0,0
7386000,0,6,0,0,0
7387000,0,6,0,0,0
7388000,0,6,0,0,0
7389000,0,6,0,0,0
7390000,1,6,0,0,0
7391000,0,6,0,0,0
7392000,0,6,0,0,0
7393000,0,6,0,0,0
7394000,0,6,0,0,0
7395000,0,6,0,0,0
7396000,0,6,0,0,0
7397000,0,6,0,0,0
7398000,0,6,0,0,0
7399000,0,6,0,0,0
7400000,0,6,0,0,0
7401000,0,6,0,0,0
7402000,0,6,0,0,0
7403000,0,6,0,0,0
7404000,0,6,0,0,0
7405000,0,6,0,0,0
7406000,0,6,0,0,0
7407000,0,6,0,0,0
7408000,0,6,0,0,0
7409000,0,6,0,0,0
7410000,0,6,0,0,0
7411000,0,6,0,0,0
7412000,0,6,0,0,0
7413000,0,6,0,0,0
7414000,0,6,0,0,0
7415000,0,6,0,0,0
7416000,0,6,0,0,0
7417000,0,6,0,0,0
7418000,0,6,0,0,0
7419000,0,6,0,0,0
7420000,0,6,0,0,0
7421000,0,6,0,0,0
7422000,0,6,0,0,0
7423000,0,6,0,0,0
7424000,0,6,0,0,0
7425000,0,6,0,0,0
7426000,0,6,0,0,0
7427000,0,6,0,0,0
7428000,0,6,0,0,0
7429000,0,6,0,0,0
7430000,0,5,0,0,0
7431000,0,5,0,0,0
7432000,0,6,0,0,0
7433000,0,5,0,0,0
7434000,0,6,0,0,0
7435000,0,6,0,0,0
7436000,0,6,0,0,0
7437000,0,6,0,0,0
7438000,0,6,0,0,0
7439000,0,6,0,0,0
7440000,0,6,0,0,0
7441000,0,6,0,0,0
7442000,0,6,0,0,0
7443000,0,6,0,0,0
7444000,0,6,0,0,0
7445000,0,6,0,0,0
7446000,0,6,0,0,0
7447000,0,6,0,0,0
7448000,0,6,0,0,0
7449000,0,6,0,0,0
7450000,0,6,0,0,0
7451000,0,6,0,0,0
7452000,0,6,0,0,0
7453000,0,6,0,0,0
7454000,0,6,0,0,0
7455000,0,6,0,0,0
7456000,0,6,0,0,0
7457000,0,6,0,0,0
7458000,0,6,0,0,0
7459000,0,6,0,0,0
7460000,0,6,0,0,0
7461000,0,6,0,0,0
7462000,0,6,0,0,0
7463000,0,6,0,0,0
7464000,0,6,0,0,0
7465000,0,6,0,0,0
7466000,0,6,0,0,0
7467000,0,6,0,0,0
7468000,0,6,0,0,0
7469000,0,6,0,0,0
7470000,0,6,0,0,0
7471000,0,6,0,0,0
7472000,0,6,0,0,0
7473000,0,6,0,0,0
7474000,0,6,0,0,0
7475000,0,6,0,0,0
7476000,0,6,0,0,0
7477000,0,6,0,0,0
7478000,0,6,0,0,0
7479000,0,6,0,0,0
7480000,0,6,0,0,0
7481000,0,6,0,0,0
7482000,0,6,0,0,0
7483000,0,6,0,0,0
7484000,0,6,0,0,0
7485000,0,6,0,0,0
7486000,0,6,0,0,0
7487000,0,6,0,0,0
7488000,0,6,0,0,0
7489000,0,6,0,0,0
7490000,0,6,0,0,0
7491000,0,6,0,0,0
7492000,0,6,0,0,0
7493000,0,6,0,0,0
7494000,0,6,0,0,0
7495000,0,6,0,0,0
7496000,0,6,0,0,0
7497000,0,6,0,0,0
7498000,0,6,0,0,0
7499000,0,6,0,0,0
7500000,0,6,0,0,0
7501000,0,6,0,0,0
7502000,0,6,0,0,0
7503000,0,6,0,0,0
7504000,0,6,0,0,0
7505000,0,6,0,0,0
7506000,0,6,0,0,0
7507000,0,6,0,0,0
7508000,0,6,0,0,0
7509000,0,6,0,0,0
7510000,0,6,0,0,0
7511000,0,6,0,0,0
7512000,0,6,0,0,0
7513000,0,6,0,0,0
7514000,0,6,0,0,0
7515000,0,6,0,0,0
7516000,0,6,0,0,0
7517000,0,6,0,0,0
7518000,0,6,0,0,0
7519000,0,6,0,0,0
7520000,0,6,0,0,0
7521000,0,6,0,0,0
7522000,0,6,0,0,0
7523000,0,6,0,0,0
7524000,0,6,0,0,0
7525000,0,6,0,0,0
7526000,0,6,0,0,0
7527000,0,6,0,0,0
7528000,0,6,0,0,0
7529000,0,6,0,0,0
7530000,0,6,0,0,0
7531000,0,6,0,0,0
7532000,0,6,0,0,0
7533000,0,6,0,0,0
7534000,0,6,0,0,0
7535000,0,6,0,0,0
7536000,0,6,0,0,0
7537000,0,6,0,0,0
7538000,0,6,0,0,0
7539000,0,6,0,0,0
7540000,0,6,0,0,0
7541000,0,6,0,0,0
7542000,0,6,0,0,0
7543000,0,6,0,0,0
7544000,0,6,0,0,0
7545000,0,6,0,0,0
7546000,0,6,0,0,0
7547000,0,6,0,0,0
7548000,0,6,0,0,0
7549000,0,6,0,0,0
7550000,0,6,0,0,0
7551000,0,6,0,0,0
7552000,0,6,0,0,0
7553000,0,6,0,0,0
7554000,0,6,0,0,0
7555000,0,6,0,0,0
7556000,0,6,0,0,0
7557000,0,6,0,0,0
7558000,0,6,0,0,0
7559000,0,6,0,0,0
7560000,0,6,0,0,0
7561000,0,6,0,0,0
7562000,0,6,0,0,0
7563000,0,6,0,0,0
7564000,0,6,0,0,0
7565000,0,6,0,0,0
7566000,0,6,0,0,0
7567000,0,6,0,0,0
7568000,0,6,0,0,0
7569000,0,6,0,0,0
7570000,0,6,0,0,0
7571000,0,6,0,0,0
7572000,0,6,0,0,0
7573000,0,6,0,0,0
7574000,0,6,0,0,0
7575000,0,6,0,0,0
7576000,0,6,0,0,0
7577000,0,6,0,0,0
7578000,0,6,0,0,0
7579000,0,6,0,0,0
7580000,0,6,0,0,0
7581000,0,6,0,0,0
7582000,0,6,0,0,0
7583000,0,6,0,0,0
7584000,0,6,0,0,0
7585000,0,6,0,0,0
7586000,0,6,0,0,0
7587000,0,6,0,0,0
7588000,0,6,0,0,0
7589000,0,6,0,0,0
7590000,0,6,0,0,0
7591000,0,6,0,0,0
7592000,0,6,0,0,0
7593000,0,6,0,0,0
7594000,0,6,0,0,0
7595000,0,6,0,0,0
7596000,0,6,0,0,0
7597000,0,6,0,0,0
7598000,0,6,0,0,0
7599000,0,6,0,0,0
7600000,0,6,0,0,0
7601000,0,6,0,0,0
7602000,0,6,0,0,0
7603000,0,6,0,0,0
7604000,0,6,0,0,0
7605000,0,6,0,0,0
7606000,0,6,0,0,0
7607000,0,6,0,0,0
7608000,0,6,0,0,0
7609000,0,6,0,0,0
7610000,0,6,0,0,0
7611000,0,6,0,0,0
7612000,0,6,0,0,0
7613000,0,6,0,0,0
7614000,0,6,0,0,0
7615000,0,6,0,0,0
7616000,0,6,0,0,0
7617000,0,6,0,0,0
7618000,0,6,0,0,0
7619000,0,6,0,0,0
7620000,0,6,0,0,0
7621000,0,6,0,0,0
7622000,0,6,0,0,0
7623000,0,6,0,0,0
7624000,0,6,0,0,0
7625000,0,6,0,0,0
7626000,0,6,0,0,0
7627000,0,6,0,0,0
7628000,0,6,0,0,0
7629000,0,6,0,0,0
7630000,0,6,0,0,0
7631000,0,6,0,0,0
7632000,0,6,0,0,0
7633000,0,6,0,0,0
7634000,0,6,0,0,0
7635000,0,6,0,0,0
7636000,0,6,0,0,0
7637000,0,6,0,0,0
7638000,0,6,0,0,0
7639000,0,6,0,0,0
7640000,0,6,0,0,0
7641000,0,6,0,0,0
7642000,0,6,0,0,0
7643000,0,6,0,0,0
7644000,0,6,0,0,0
7645000,0,6,0,0,0
7646000,0,6,0,0,0
7647000,0,6,0,0,0
7648000,0,6,0,0,0
7649000,0,6,0,0,0
7650000,0,6,0,0,0
7651000,0,6,0,0,0
7652000,0,6,0,0,0
7653000,0,6,0,0,0
7654000,0,6,0,0,0
7655000,0,6,0,0,0
7656000,0,6,0,0,0
7657000,0,6,0,0,0
7658000,0,6,0,0,0
7659000,0,6,0,0,0
7660000,0,6,0,0,0
7661000,0,6,0,0,0
7662000,0,6,0,0,0
7663000,0,6,0,0,0
7664000,0,6,0,0,0
7665000,0,6,0,0,0
7666000,0,6,0,0,0
7667000,0,6,0,0,0
7668000,0,6,0,0,0
7669000,0,6,0,0,0
7670000,0,6,0,0,0
7671000,0,6,0,0,0
7672000,0,6,0,0,0
7673000,0,6,0,0,0
7674000,0,6,0,0,0
7675000,0,6,0,0,0
7676000,0,6,0,0,0
7677000,0,6,0,0,0
7678000,0,6,0,0,0
7679000,0,6,0,0,0
7680000,0,6,0,0,0
7681000,0,6,0,0,0
7682000,0,6,0,0,0
7683000,0,6,0,0,0
7684000,0,6,0,0,0
7685000,0,6,0,0,0
7686000,0,6,0,0,0
7687000,0,6,0,0,0
7688000,0,6,0,0,0
7689000,0,6,0,0,0
7690000,0,6,0,0,0
7691000,0,6,0,0,0
7692000,0,6,0,0,0
7693000,0,6,0,0,0
7694000,0,6,0,0,0
7695000,0,6,0,0,0
7696000,0,6,0,0,0
7697000,0,6,0,0,0
7698000,0,6,0,0,0
7699000,0,6,0,0,0
7700000,0,6,0,0,0
7701000,0,6,0,0,0
7702000,0,6,0,0,0
7703000,0,6,0,0,0
7704000,0,6,0,0,0
7705000,0,6,0,0,0
7706000,0,6,0,0,0
7707000,0,6,0,0,0
7708000,0,6,0,0,0
7709000,0,6,0,0,0
7710000,0,6,0,0,0
7711000,0,6,0,0,0
7712000,0,6,0,0,0
7713000,0,6,0,0,0
7714000,0,6,0,0,0
7715000,0,6,0,0,0
7716000,0,6,0,0,0
7717000,0,6,0,0,0
7718000,0,6,0,0,0
7719000,0,6,0,0,0
7720000,0,6,0,0,0
7721000,0,6,0,0,0
7722000,0,6,0,0,0
7723000,0,6,0,0,0
7724000,0,6,0,0,0
7725000,0,6,0,0,0
7726000,0,6,0,0,0
7727000,0,6,0,0,0
7728000,0,6,0,0,0
7729000,0,6,0,0,0
7730000,0,6,0,0,0
7731000,0,6,0,0,0
7732000,0,6,0,0,0
7733000,0,6,0,0,0
7734000,0,6,0,0,0
7735000,0,6,0,0,0
7736000,0,6,0,0,0
7737000,0,6,0,0,0
7738000,0,6,0,0,0
7739000,0,6,0,0,0
7740000,0,6,0,0,0
7741000,0,6,0,0,0
7742000,0,6,0,0,0
7743000,0,6,0,0,0
7744000,0,5,0,0,0
7745000,0,6,0,0,0
7746000,0,6,0,0,0
7747000,0,6,0,0,0
7748000,0,6,0,0,0
7749000,0,6,0,0,0
7750000,0,6,0,0,0
7751000,0,6,0,0,0
7752000,0,6,0,0,0
7753000,0,6,0,0,0
7754000,0,6,0,0,0
7755000,0,6,0,0,0
7756000,0,6,0,0,0
7757000,0,6,0,0,0
7758000,0,6,0,0,0
7759000,0,6,0,0,0
7760000,0,6,0,0,0
7761000,0,6,0,0,0
7762000,0,6,0,0,0
7763000,0,6,0,0,0
7764000,0,6,0,0,0
7765000,0,6,0,0,0
7766000,0,6,0,0,0
7767000,0,6,0,0,0
7768000,0,6,0,0,0
7769000,0,6,0,0,0
7770000,0,6,0,0,0
7771000,0,6,0,0,0
7772000,0,6,0,0,0
7773000,0,6,0,0,0
7774000,0,6,0,0,0
7775000,0,6,0,0,0
7776000,0,6,0,0,0
7777000,0,6,0,0,0
7778000,0,6,0,0,0
7779000,0,6,0,0,0
7780000,0,6,0,0,0
7781000,0,6,0,0,0
7782000,0,6,0,0,0
7783000,0,6,0,0,0
7784000,0,6,0,0,0
7785000,0,6,0,0,0
7786000,0,6,0,0,0
7787000,0,6,0,0,0
7788000,0,6,0,0,0
7789000,0,6,0,0,0
7790000,0,6,0,0,0
7791000,0,6,0,0,0
7792000,0,6,0,0,0
7793000,0,6,0,0,0
7794000,0,6,0,0,0
7795000,0,6,0,0,0
7796000,0,6,0,0,0
7797000,0,6,0,0,0
7798000,0,6,0,0,0
7799000,0,6,0,0,0
7800000,0,6,0,0,0
7801000,0,6,0,0,0
7802000,0,6,0,0,0
7803000,0,6,0,0,0
7804000,0,6,0,0,0
7805000,0,6,0,0,0
7806000,0,6,0,0,0
7807000,0,6,0,0,0
7808000,0,6,0,0,0
7809000,0,6,0,0,0
7810000,0,6,0,0,0
7811000,0,6,0,0,0
7812000,0,6,0,0,0
7813000,0,6,0,0,0
7814000,0,6,0,0,0
7815000,0,6,0,0,0
7816000,0,6,0,0,0
7817000,0,6,0,0,0
7818000,0,6,0,0,0
7819000,0,6,0,0,0
7820000,0,6,0,0,0
7821000,0,6,0,0,0
7822000,0,6,0,0,0
7823000,0,6,0,0,0
7824000,0,6,0,0,0
7825000,0,6,0,0,0
7826000,0,6,0,0,0
7827000,0,6,0,0,0
7828000,0,6,0,0,0
7829000,0,6,0,0,0
7830000,0,6,0,0,0
7831000,0,6,0,0,0
7832000,0,6,0,0,0
7833000,0,6,0,0,0
7834000,0,6,0,0,0
7835000,0,6,0,0,0
7836000,0,6,0,0,0
7837000,0,6,0,0,0
7838000,0,6,0,0,0
7839000,0,6,0,0,0
7840000,0,6,0,0,0
7841000,0,6,0,0,0
7842000,0,6,0,0,0
7843000,0,6,0,0,0
7844000,0,6,0,0,0
7845000,0,6,0,0,0
7846000,0,6,0,0,0
7847000,0,6,0,0,0
7848000,0,6,0,0,0
7849000,0,6,0,0,0
7850000,0,6,0,0,0
7851000,0,6,0,0,0
7852000,0,6,0,0,0
7853000,0,6,0,0,0
7854000,0,6,0,0,0
7855000,0,6,0,0,0
7856000,0,6,0,0,0
7857000,0,6,0,0,0
7858000,0,6,0,0,0
7859000,0,6,0,0,0
7860000,0,6,0,0,0
7861000,0,6,0,0,0
7862000,0,6,0,0,0
7863000,0,6,0,0,0
7864000,0,6,0,0,0
7865000,0,6,0,0,0
7866000,0,6,0,0,0
7867000,0,6,0,0,0
7868000,0,6,0,0,0
7869000,0,6,0,0,0
7870000,0,6,0,0,0
7871000,0,6,0,0,0
7872000,0,6,0,0,0
7873000,0,6,0,0,0
7874000,0,6,0,0,0
7875000,0,6,0,0,0
7876000,0,6,0,0,0
7877000,0,6,0,0,0
7878000,0,6,0,0,0
7879000,0,6,0,0,0
7880000,0,6,0,0,0
7881000,0,6,0,0,0
7882000,0,6,0,0,0
7883000,0,6,0,0,0
7884000,0,6,0,0,0
7885000,0,6,0,0,0
7886000,0,6,0,0,0
7887000,0,6,0,0,0
7888000,0,6,0,0,0
7889000,0,6,0,0,0
7890000,0,6,0,0,0
7891000,0,6,0,0,0
7892000,0,6,0,0,0
7893000,0,6,0,0,0
7894000,0,6,0,0,0
7895000,0,6,0,0,0
7896000,0,6,0,0,0
7897000,0,6,0,0,0
7898000,0,6,0,0,0
7899000,0,6,0,0,0
7900000,0,6,0,0,0
7901000,0,6,0,0,0
7902000,0,6,0,0,0
7903000,0,6,0,0,0
7904000,0,6,0,0,0
7905000,0,6,0,0,0
7906000,0,6,0,0,0
7907000,0,6,0,0,0
7908000,0,6,0,0,0
7909000,0,6,0,0,0
7910000,0,6,0,0,0
7911000,0,6,0,0,0
7912000,0,6,0,0,0
7913000,0,6,0,0,0
7914000,0,6,0,0,0
7915000,0,6,0,0,0
7916000,0,6,0,0,0
7917000,0,6,0,0,0
7918000,0,6,0,0,0
7919000,0,6,0,0,0
7920000,0,6,0,0,0
7921000,0,6,0,0,0
7922000,0,6,0,0,0
7923000,0,6,0,0,0
7924000,0,6,0,0,0
7925000,0,6,0,0,0
7926000,0,6,0,0,0
7927000,0,6,0,0,0
7928000,0,6,0,0,0
7929000,0,6,0,0,0
7930000,0,6,0,0,0
7931000,0,6,0,0,0
7932000,0,6,0,0,0
7933000,0,6,0,0,0
7934000,0,5,0,0,0
7935000,0,6,0,0,0
7936000,0,6,0,0,0
7937000,0,6,0,0,0
7938000,0,6,0,0,0
7939000,0,6,0,0,0
7940000,0,6,0,0,0
