id type xs ys zs 
469 1 0.174531 0.183685 0.478013 
66 1 0.181117 0.244019 0.560896 
68 2 0.203819 0.254554 0.551376 
470 1 0.194704 0.173437 0.50335 
482 2 0.195524 0.186342 0.525655 
191 2 0.462389 0.399521 0.563669 
296 2 0.502951 0.249924 0.522977 
836 2 0.500346 0.147098 0.525487 
487 2 0.262932 0.0212889 0.430295 
3 2 0.406813 0.487182 0.454131 
30 1 0.282803 0.494195 0.433387 
29 1 0.271051 0.471341 0.427348 
645 2 0.020545 0.002798 0.556392 
190 1 0.493681 0.430584 0.534807 
189 1 0.478315 0.41426 0.550059 
629 1 0.0436707 0.0109021 0.566498 
656 2 0.304027 0.0373294 0.566611 
65 1 0.157275 0.234646 0.569764 
632 1 0.108808 0.0197029 0.574165 
635 1 0.143949 0.0264722 0.57467 
642 1 0.19578 0.0118112 0.602123 
714 1 0.428208 0.0953415 0.699095 
729 2 0.398822 0.0541232 0.690722 
718 1 0.385338 0.0903242 0.654826 
716 1 0.41356 0.141903 0.664715 
723 1 0.388154 0.127287 0.605685 
734 2 0.380342 0.108468 0.590813 
717 1 0.397256 0.121369 0.641787 
731 2 0.363613 0.0818347 0.645459 
713 1 0.402538 0.0768181 0.683592 
715 1 0.434898 0.128722 0.69121 
835 1 0.474526 0.159238 0.598842 
491 1 0.454992 0.49899 0.640993 
67 2 0.133365 0.230388 0.57837 
1061 2 0.268524 0.274302 0.589911 
86 1 0.22972 0.30955 0.600834 
1062 3 0.242525 0.277474 0.595578 
85 1 0.215447 0.339567 0.605845 
721 1 0.467501 0.177823 0.693989 
724 1 0.386433 0.159397 0.59964 
725 1 0.408682 0.184569 0.618248 
719 1 0.420138 0.174109 0.651239 
728 1 0.427763 0.207163 0.601924 
739 2 0.429116 0.209855 0.575286 
738 1 0.473453 0.281423 0.595949 
727 1 0.448212 0.228259 0.624608 
720 1 0.448348 0.190443 0.666431 
726 1 0.451431 0.224074 0.658357 
737 1 0.463034 0.259704 0.608024 
736 2 0.46287 0.242104 0.672186 
636 1 0.162482 0.00454085 0.596162 
802 2 0.110544 0.473399 0.581044 
798 1 0.137604 0.44854 0.624535 
799 1 0.122929 0.462864 0.600426 
88 2 0.205973 0.342874 0.629078 
800 2 0.172583 0.429559 0.655529 
801 2 0.130653 0.416091 0.663034 
797 1 0.146901 0.432787 0.651124 
653 1 0.249619 0.0337454 0.574964 
740 2 0.486271 0.303592 0.583293 
508 2 0.446158 0.475555 0.637864 
722 1 0.461019 0.146756 0.705417 
838 2 0.471494 0.165438 0.624359 
732 2 0.484752 0.192326 0.707059 
87 2 0.219773 0.358086 0.589999 
643 1 0.210838 0.0347151 0.578384 
652 2 0.211736 -0.000719397 0.619936 
735 2 0.375169 0.168147 0.578409 
93 1 0.315693 0.14688 0.817819 
94 1 0.288944 0.146798 0.816876 
96 2 0.263546 0.148755 0.815808 
95 2 0.341306 0.147263 0.820074 
730 2 0.443117 0.0823986 0.715381 
572 2 0.490018 0.4206 0.803243 
733 2 0.47515 0.134405 0.722551 
955 2 0.497716 0.0142008 0.791659 
981 2 0.0357237 0.478396 0.849793 
162 1 0.382076 0.41318 0.755942 
186 1 0.42841 0.329923 0.801525 
185 1 0.404233 0.319443 0.795215 
187 2 0.383264 0.305362 0.79088 
261 1 0.497539 0.301373 0.733078 
265 2 0.486195 0.318745 0.71739 
980 2 0.0583701 0.438395 0.809224 
964 1 0.108064 0.443264 0.824241 
988 2 0.0900597 0.429398 0.763625 
970 1 0.125754 0.423252 0.800072 
972 1 0.173472 0.411047 0.835894 
986 2 0.172283 0.376315 0.726945 
975 1 0.130481 0.405872 0.739975 
971 1 0.159212 0.409914 0.803536 
973 1 0.174004 0.390722 0.778247 
985 2 0.19472 0.379169 0.787018 
974 1 0.161181 0.389473 0.74519 
976 1 0.112292 0.420433 0.767505 
987 2 0.11974 0.410515 0.719081 
965 1 0.0735601 0.450878 0.825578 
984 2 0.19598 0.396811 0.836964 
163 2 0.393456 0.458925 0.77935 
161 1 0.385478 0.438353 0.76545 
561 1 0.497099 0.41885 0.778576 
571 2 0.485482 0.469043 0.761493 
560 1 0.493961 0.445343 0.754849 
188 2 0.453688 0.329795 0.805654 
164 2 0.383261 0.388691 0.747326 
966 1 0.0607241 0.471525 0.850069 
963 1 0.129389 0.449022 0.853196 
829 1 0.0806806 0.0978737 0.968115 
828 1 0.0982002 0.122314 0.961 
827 1 0.117492 0.146244 0.957829 
832 2 0.0672025 0.0739279 0.971505 
830 2 0.117493 0.165 0.937515 
785 2 0.162303 0.0119014 0.862657 
769 1 0.165024 0.0079155 0.888593 
787 2 0.160567 0.0554769 0.904555 
774 1 0.165162 0.0322728 0.912278 
12 2 0.18596 0.337276 0.96233 
773 1 0.169247 0.0247866 0.946406 
831 2 0.137259 0.14856 0.97414 
779 1 0.159725 0.0497646 0.971773 
790 2 0.154423 0.0733513 0.962453 
9 1 0.227358 0.315453 0.938565 
11 2 0.245787 0.30026 0.92638 
977 2 0.138929 0.491805 0.953722 
957 1 0.122249 0.485939 0.935364 
961 1 0.11584 0.463294 0.878352 
962 1 0.134376 0.469884 0.906989 
982 2 0.176763 0.459893 0.938122 
968 1 0.179071 0.435629 0.891271 
960 1 0.0818745 0.478043 0.877408 
983 2 0.202938 0.425604 0.894125 
10 1 0.205847 0.327103 0.950551 
967 1 0.164777 0.453608 0.915953 
959 1 0.0684689 0.493353 0.90692 
969 1 0.15891 0.430155 0.861612 
375 2 0.495838 0.0860766 0.981914 
83 2 0.182833 0.601999 0.00846605 
377 1 0.418151 0.898502 0.00909685 
226 1 0.333452 0.649789 0.120234 
225 1 0.335032 0.630898 0.139625 
284 2 0.106802 0.750949 0.134862 
1015 2 0.319145 0.835661 0.0319442 
227 1 0.321367 0.677372 0.0970258 
228 1 0.308795 0.697728 0.0846924 
230 2 0.294497 0.715873 0.0744061 
1000 1 0.329881 0.816947 0.0182902 
1018 2 0.452347 0.795956 0.13116 
1002 1 0.423429 0.78258 0.0433037 
1017 2 0.41966 0.838216 0.107661 
1016 2 0.367486 0.843971 0.0593912 
1005 1 0.424939 0.818273 0.0935153 
1004 1 0.382763 0.826931 0.0491689 
1003 1 0.410505 0.811168 0.0618933 
1008 1 0.434378 0.756694 0.0628598 
1006 1 0.44162 0.792747 0.107424 
1001 1 0.365576 0.811303 0.0222344 
1019 2 0.451677 0.739454 0.110484 
1020 2 0.435545 0.733136 0.0521977 
1007 1 0.445339 0.759588 0.0948407 
996 1 0.417061 0.77962 0.00901531 
783 1 0.171751 0.963268 0.0578795 
792 2 0.177318 0.915553 0.0400829 
782 1 0.181096 0.938994 0.0340842 
378 1 0.397174 0.915415 0.0314058 
793 1 0.166624 0.944587 0.091981 
794 1 0.162062 0.93237 0.116103 
796 2 0.156769 0.920548 0.139687 
395 2 0.40894 0.926654 0.0508884 
379 1 0.362576 0.91501 0.0276811 
402 2 0.468806 0.902834 0.0288303 
391 1 0.453371 0.89324 0.0109241 
396 2 0.349374 0.928562 0.0449089 
398 2 0.294918 0.894519 0.0118812 
784 1 0.166339 0.996964 0.0496232 
111 2 0.0398877 0.954631 -0.000723552 
776 1 0.180985 0.950448 0.000204148 
119 2 0.033498 0.572857 0.2185 
117 1 0.0239761 0.583121 0.197662 
275 1 0.491072 0.634405 0.178709 
118 1 0.0133512 0.594114 0.175544 
102 1 0.124426 0.506104 0.28368 
22 1 0.0413938 0.52446 0.255562 
120 2 0.00149287 0.602907 0.153356 
24 2 0.0518678 0.545579 0.246813 
104 2 0.111413 0.495377 0.263641 
229 2 0.334489 0.614916 0.158285 
276 1 0.48273 0.660212 0.173379 
283 2 0.097084 0.832521 0.244455 
280 1 0.116526 0.803414 0.201824 
282 1 0.121346 0.766357 0.149879 
281 1 0.12459 0.787107 0.175532 
279 1 0.103937 0.817402 0.226556 
198 1 0.0193454 0.763049 0.266751 
197 1 0.0271715 0.743647 0.249775 
199 2 0.0401878 0.732858 0.231568 
854 2 0.356031 0.67152 0.234767 
853 1 0.413326 0.719922 0.272994 
278 2 0.477416 0.685667 0.171145 
856 2 0.434393 0.729995 0.258034 
851 1 0.355904 0.693255 0.250156 
852 1 0.385785 0.702229 0.261165 
855 2 0.333513 0.708831 0.251418 
21 1 0.0266086 0.504293 0.263949 
200 2 0.0150766 0.782613 0.281633 
520 1 0.125625 0.623563 0.40253 
526 1 0.0993375 0.630549 0.38145 
538 2 0.106392 0.640853 0.359068 
525 1 0.0673814 0.617183 0.385688 
537 2 0.0473645 0.623647 0.3695 
539 2 0.0146121 0.580721 0.394278 
524 1 0.0596841 0.599078 0.415471 
527 1 0.030793 0.579685 0.414553 
101 1 0.1361 0.516784 0.305994 
519 1 0.156294 0.628607 0.386124 
536 2 0.155836 0.637652 0.364117 
518 1 0.184511 0.613156 0.402907 
535 2 0.20562 0.604281 0.392138 
103 2 0.146701 0.526887 0.32739 
582 1 0.223779 0.874603 0.430108 
891 2 0.202258 0.991526 0.363187 
315 1 0.155687 0.719483 0.364914 
319 2 0.13082 0.712048 0.365662 
316 1 0.180948 0.730985 0.369189 
320 2 0.269355 0.734093 0.382803 
318 1 0.243248 0.731566 0.376158 
317 1 0.216081 0.734225 0.373374 
892 2 0.304132 0.992508 0.386678 
242 2 0.0146436 0.99225 0.398835 
240 1 0.00967586 0.989622 0.42634 
889 1 0.279833 0.988803 0.379716 
594 2 0.22415 0.862164 0.408503 
593 2 0.23889 0.916466 0.405938 
888 1 0.250204 0.991118 0.372269 
171 2 0.0485619 0.708244 0.405591 
169 1 0.0641886 0.704255 0.427694 
528 1 0.0229174 0.5627 0.443738 
529 1 0.0414483 0.566407 0.472755 
541 2 0.0382819 0.548596 0.492695 
530 1 0.0714976 0.587492 0.474592 
193 1 0.0853246 0.591658 0.507971 
523 1 0.083827 0.598999 0.44312 
194 1 0.117405 0.598431 0.514769 
196 2 0.124955 0.60089 0.539428 
522 1 0.146114 0.605093 0.455909 
534 1 0.145878 0.597988 0.491353 
195 2 0.0711538 0.588079 0.529591 
521 1 0.117287 0.609572 0.434608 
533 1 0.177722 0.592794 0.504176 
544 2 0.180636 0.590183 0.529651 
532 1 0.204684 0.581191 0.483995 
531 1 0.206726 0.589631 0.451785 
543 2 0.226706 0.57079 0.49306 
542 2 0.229874 0.586305 0.435479 
517 1 0.178767 0.605615 0.437702 
156 2 0.357443 0.560972 0.503024 
2 1 0.371312 0.512507 0.477527 
4 2 0.352986 0.505415 0.46475 
154 1 0.366312 0.538828 0.508293 
238 1 0.00341739 0.981631 0.491733 
153 1 0.364389 0.525201 0.536134 
155 2 0.360873 0.516863 0.560079 
598 2 0.155096 0.792346 0.532244 
32 2 0.28937 0.518829 0.440366 
587 1 0.169791 0.813297 0.538568 
583 1 0.235422 0.963044 0.458206 
591 2 0.168812 0.792619 0.480307 
574 1 0.184269 0.813381 0.481601 
575 1 0.197366 0.827158 0.454771 
573 1 0.187484 0.829784 0.51343 
1042 2 0.49323 0.724484 0.526385 
595 2 0.237257 0.974207 0.433792 
586 1 0.230627 0.934502 0.51538 
592 2 0.194666 0.819212 0.432062 
590 1 0.207156 0.871727 0.555201 
597 2 0.229811 0.98151 0.543005 
584 1 0.23374 0.98208 0.488071 
580 1 0.236233 0.926611 0.460535 
576 1 0.217972 0.855824 0.461252 
578 1 0.209645 0.858646 0.521652 
172 2 0.0956671 0.698731 0.468772 
577 1 0.216645 0.874362 0.490467 
579 1 0.23382 0.907145 0.493298 
585 1 0.230941 0.967228 0.521451 
170 1 0.0810612 0.701545 0.449052 
807 2 0.193036 0.543132 0.565912 
239 1 0.00724554 0.985977 0.452911 
588 1 0.166982 0.827186 0.568764 
540 2 -0.00105499 0.552583 0.445066 
19 2 0.0121867 0.928948 0.56801 
581 1 0.232042 0.908377 0.430083 
804 1 0.147428 0.551895 0.583323 
805 1 0.116731 0.554655 0.580943 
808 2 0.0905851 0.561642 0.580012 
803 1 0.179219 0.549412 0.585811 
16 2 0.196563 0.918763 0.613328 
806 2 0.192187 0.555397 0.607395 
505 1 0.434802 0.60932 0.679184 
506 1 0.459698 0.592982 0.668688 
516 2 0.431819 0.622952 0.701158 
494 1 0.472951 0.571772 0.64509 
504 1 0.411995 0.607608 0.647991 
515 2 0.395178 0.62623 0.647901 
503 1 0.412047 0.579329 0.627641 
489 1 0.439992 0.556753 0.633914 
514 2 0.392509 0.573698 0.611221 
490 1 0.435822 0.52301 0.627311 
675 2 0.128983 0.698419 0.574876 
492 1 0.486717 0.509768 0.651815 
507 2 0.411036 0.51556 0.613678 
662 1 0.135477 0.721499 0.586387 
657 1 0.115143 0.751534 0.585505 
673 2 0.0911174 0.749003 0.577865 
659 1 0.15439 0.780981 0.625586 
658 1 0.123933 0.778722 0.605844 
666 1 0.161556 0.81081 0.643041 
674 2 0.108337 0.798493 0.607313 
677 2 0.141611 0.826855 0.647676 
599 2 0.150754 0.818541 0.587417 
661 1 0.166917 0.723682 0.59921 
660 1 0.17864 0.753906 0.618488 
667 1 0.191763 0.698253 0.58832 
665 1 0.195363 0.817121 0.648452 
668 1 0.223555 0.701129 0.59789 
663 1 0.212324 0.758857 0.623913 
669 1 0.234779 0.73292 0.615986 
664 1 0.218253 0.791617 0.640375 
680 2 0.256525 0.821296 0.65717 
683 2 0.285838 0.722375 0.634185 
672 1 0.26608 0.73955 0.632228 
670 1 0.250705 0.797093 0.650429 
671 1 0.273438 0.771355 0.644297 
681 1 0.310847 0.778922 0.655806 
678 2 0.181695 0.676901 0.571228 
679 2 0.241545 0.68364 0.591311 
682 1 0.337405 0.782757 0.662057 
684 2 0.361432 0.787135 0.66763 
233 1 0.156977 0.931632 0.687295 
638 1 0.113383 0.969531 0.610546 
631 1 0.0953302 0.990352 0.587701 
646 2 0.0428056 0.97342 0.603022 
630 1 0.0586463 0.990149 0.58995 
649 2 0.104113 0.951734 0.626645 
637 1 0.145323 0.977416 0.613221 
1041 2 0.487226 0.705847 0.575763 
234 1 0.181655 0.935307 0.67413 
14 1 0.217539 0.923429 0.601197 
236 2 0.204226 0.941724 0.664994 
589 1 0.186571 0.855515 0.580988 
676 2 0.202835 0.835715 0.663285 
232 1 0.129412 0.930232 0.710856 
15 2 0.26114 0.946133 0.582394 
648 2 0.158708 0.963352 0.629487 
600 2 0.191301 0.862331 0.606069 
493 1 0.496229 0.543809 0.644662 
13 1 0.240381 0.933346 0.590164 
927 1 0.426002 0.82029 0.837424 
947 2 0.401349 0.818157 0.830892 
930 1 0.493156 0.819781 0.851734 
946 2 0.426487 0.771671 0.854383 
926 1 0.441271 0.793182 0.850388 
925 1 0.475791 0.788928 0.857202 
931 1 0.49659 0.878862 0.829677 
235 2 0.0899175 0.917088 0.746156 
231 1 0.109955 0.923393 0.72938 
948 2 0.434546 0.925229 0.800283 
933 1 0.445881 0.906608 0.809663 
944 1 0.489124 0.962711 0.79161 
932 1 0.482103 0.904867 0.810894 
929 1 0.477401 0.848596 0.836988 
949 2 0.400353 0.882026 0.81373 
956 2 0.4662 0.959012 0.780133 
934 1 0.425793 0.878444 0.816678 
928 1 0.442003 0.849833 0.828463 
400 2 0.347659 0.878396 0.857065 
958 1 0.0918273 0.501259 0.931877 
979 2 0.0442172 0.501155 0.906891 
978 2 0.0877077 0.516423 0.948801 
866 2 0.0986181 0.582291 0.980284 
863 1 0.0953662 0.607904 0.985913 
864 1 0.116189 0.628061 0.978591 
865 1 0.138655 0.648161 0.969054 
868 2 0.157416 0.664937 0.965892 
84 2 0.234982 0.63369 0.958261 
82 1 0.218881 0.623601 0.974953 
1009 2 0.290733 0.759264 0.950215 
380 1 0.346636 0.901333 1.00002 
999 1 0.313777 0.799041 0.991546 
989 1 0.315404 0.751617 0.953821 
994 1 0.332522 0.773546 0.975787 
1010 2 0.322188 0.721116 0.910256 
990 1 0.333544 0.735019 0.930237 
1011 2 0.384445 0.717175 0.911863 
991 1 0.369104 0.732025 0.930268 
993 1 0.369186 0.770695 0.976511 
992 1 0.385022 0.743589 0.959554 
772 1 0.166231 0.991401 0.958692 
998 1 0.419888 0.734895 0.964672 
1013 2 0.431927 0.712189 0.955975 
997 1 0.436239 0.758144 0.985155 
1012 2 0.457359 0.750267 0.995338 
392 1 0.466226 0.871898 0.985292 
775 1 0.170389 0.984 0.993016 
110 1 0.0359897 0.948084 0.952274 
1060 3 0.0411217 0.96338 0.920666 
109 1 0.0309864 0.935841 0.980715 
995 1 0.385831 0.792684 0.998662 
778 1 0.175054 0.931654 0.942516 
1059 2 0.0538044 0.951269 0.903459 
770 1 0.168879 0.973953 0.899952 
786 2 0.17703 0.957603 0.882571 
789 2 0.175158 0.911762 0.925903 
771 1 0.170466 0.966193 0.934297 
788 2 0.186772 0.899698 0.983372 
777 1 0.179694 0.924559 0.974543 
384 1 0.329605 0.876916 0.939575 
386 1 0.312782 0.891166 0.993707 
399 2 0.301061 0.875862 0.895415 
397 2 0.277511 0.870171 0.960546 
385 1 0.301847 0.877236 0.96446 
383 1 0.36295 0.869132 0.949726 
393 1 0.448531 0.857937 0.95669 
401 2 0.401798 0.878752 0.87352 
388 1 0.35235 0.877129 0.881205 
389 1 0.385384 0.874699 0.891763 
381 1 0.369473 0.881757 0.981917 
394 1 0.417701 0.87292 0.953978 
404 2 0.460082 0.839919 0.942852 
390 1 0.391631 0.870764 0.929613 
382 1 0.400859 0.88395 0.985009 
403 2 0.491924 0.867577 0.987682 
387 1 0.32455 0.875025 0.904608 
81 1 0.2013 0.612969 0.992651 
112 2 0.0299579 0.908054 0.98339 
945 2 0.489523 0.770613 0.865195 
1014 2 0.288698 0.802799 0.984385 
867 2 0.0725344 0.616046 0.998815 
139 2 0.564315 0.168195 0.0647349 
138 1 0.56377 0.178648 0.116852 
137 1 0.562805 0.174442 0.0902981 
820 2 0.628914 0.440685 0.00758458 
425 2 0.874382 0.369612 0.12491 
245 1 0.731672 0.12714 0.0201193 
244 1 0.748736 0.156452 0.00909391 
248 2 0.699584 0.0983377 0.0531556 
246 1 0.715126 0.111246 0.0356342 
884 2 0.582676 0.300736 0.0260594 
881 1 0.592034 0.301406 0.0498553 
885 2 0.57345 0.293315 0.0679956 
413 1 0.847656 0.370157 0.12239 
424 2 0.794979 0.316773 0.0567464 
423 2 0.754449 0.334939 0.0194359 
426 2 0.844178 0.330009 0.0895408 
56 2 0.857916 0.226438 0.113409 
54 1 0.865834 0.247517 0.10399 
53 1 0.876991 0.269513 0.0919292 
55 2 0.888754 0.288292 0.0795414 
886 2 0.669419 0.33211 0.078401 
882 1 0.619995 0.313592 0.056324 
883 1 0.647623 0.325454 0.0658669 
421 1 0.715054 0.44561 0.0604615 
419 1 0.719153 0.395354 0.0239079 
418 1 0.784203 0.433752 0.14375 
414 1 0.831607 0.348158 0.101374 
431 2 0.685896 0.434985 0.0185979 
410 1 0.752454 0.394571 0.0799138 
420 1 0.705766 0.425033 0.0325864 
430 2 0.707696 0.382897 -6.63231e-05 
422 1 0.735762 0.423637 0.0760571 
432 2 0.714875 0.471257 0.0588571 
409 1 0.784442 0.387115 0.0982594 
407 1 0.784007 0.340404 0.0594427 
405 1 0.7438 0.3827 0.0464018 
411 1 0.798326 0.405793 0.126538 
406 1 0.760497 0.350746 0.0396234 
408 1 0.799924 0.359831 0.0856904 
7 2 0.678797 0.134141 0.263912 
5 1 0.671656 0.160685 0.258358 
33 1 0.842101 0.00746477 0.255711 
34 1 0.841951 0.0341963 0.256798 
36 2 0.835294 0.0576925 0.254234 
90 1 0.846332 0.137871 0.278198 
92 2 0.853702 0.113807 0.272766 
345 2 0.639696 0.174101 0.202489 
336 1 0.56182 0.264008 0.242472 
338 1 0.618537 0.246697 0.228496 
333 1 0.654213 0.193042 0.211784 
334 1 0.646695 0.230517 0.211552 
325 1 0.660365 0.285768 0.224294 
321 1 0.605546 0.307655 0.238841 
326 1 0.626381 0.280787 0.233692 
346 2 0.556459 0.312172 0.257166 
335 1 0.573467 0.297547 0.246366 
337 1 0.582312 0.240438 0.231622 
348 2 0.568449 0.219811 0.224486 
347 2 0.534338 0.259215 0.247313 
344 2 0.697732 0.172438 0.190712 
6 1 0.664299 0.188613 0.251493 
8 2 0.669077 0.211011 0.266659 
324 1 0.672041 0.31614 0.22128 
327 1 0.671803 0.256904 0.211751 
332 1 0.689834 0.194489 0.196485 
328 1 0.705885 0.254151 0.206792 
330 1 0.703471 0.315803 0.208227 
331 1 0.711648 0.220604 0.197178 
342 2 0.709944 0.341813 0.200622 
329 1 0.720275 0.286216 0.204079 
343 2 0.737417 0.21505 0.191666 
341 2 0.744237 0.289798 0.192274 
124 2 0.928685 0.18165 0.21224 
123 2 0.970917 0.248967 0.218818 
121 1 0.958732 0.226379 0.216913 
122 1 0.943195 0.204408 0.214526 
323 1 0.653768 0.347589 0.231508 
322 1 0.624638 0.342566 0.242344 
339 2 0.61049 0.362596 0.249729 
340 2 0.664528 0.370822 0.230598 
428 2 0.836022 0.441714 0.209906 
429 2 0.78111 0.472057 0.184809 
415 1 0.840282 0.408764 0.170155 
416 1 0.823255 0.435592 0.187616 
417 1 0.794798 0.450809 0.174442 
260 2 0.756066 0.498298 0.27296 
427 2 0.862715 0.401815 0.17938 
140 2 0.563811 0.182511 0.138185 
