id type xs ys zs 
412 1 0.826116 0.390152 0.142951 
126 1 0.519226 0.0423934 0.362515 
127 2 0.552304 0.0540097 0.403436 
125 1 0.535924 0.0479416 0.382626 
700 1 0.876018 0.344226 0.370204 
709 1 0.859257 0.407732 0.388896 
89 1 0.838708 0.162382 0.28469 
623 2 0.982334 0.101821 0.312775 
613 1 0.962452 0.0811266 0.387161 
611 1 0.987892 0.100134 0.336917 
614 1 0.993524 0.0683561 0.395898 
612 1 0.960321 0.0955364 0.354344 
624 2 0.93556 0.100162 0.345565 
625 2 0.944133 0.0805403 0.404622 
91 2 0.831044 0.185815 0.291553 
702 2 0.730518 0.25241 0.338603 
701 2 0.753614 0.20045 0.355803 
686 1 0.757343 0.249777 0.339885 
685 1 0.770149 0.220896 0.353995 
687 1 0.782551 0.274371 0.329255 
690 1 0.805932 0.219801 0.361792 
688 1 0.818392 0.273511 0.339865 
691 1 0.835267 0.30381 0.345887 
694 1 0.7712 0.308557 0.319259 
705 2 0.745977 0.308907 0.313752 
693 1 0.786691 0.339019 0.321008 
699 1 0.859359 0.374352 0.363786 
703 2 0.810481 0.200063 0.376469 
689 1 0.828342 0.247391 0.363326 
695 1 0.860081 0.250564 0.380768 
697 1 0.865929 0.309976 0.362309 
706 2 0.870671 0.230423 0.391671 
696 1 0.87849 0.278894 0.377876 
707 2 0.901144 0.277948 0.388152 
250 1 0.961273 0.226007 0.362537 
251 1 0.942985 0.220574 0.33474 
252 1 0.919358 0.222255 0.31238 
254 2 0.905959 0.214576 0.291768 
249 1 0.974872 0.231868 0.391197 
692 1 0.817547 0.336559 0.339383 
698 1 0.830051 0.368065 0.346648 
704 2 0.774445 0.361519 0.313833 
708 2 0.815517 0.388698 0.339917 
710 1 0.881685 0.401756 0.408806 
711 2 0.894922 0.346135 0.387676 
712 2 0.841179 0.4301 0.389266 
253 2 0.961587 0.238903 0.412118 
880 2 0.720384 0.00728125 0.40329 
295 2 0.548676 0.145683 0.443499 
291 1 0.538969 0.163231 0.459203 
849 2 0.778642 0.0667958 0.489965 
847 1 0.725773 0.00374913 0.487065 
42 1 0.987933 0.05573 0.430845 
846 1 0.74896 0.0242089 0.480503 
845 1 0.771942 0.0467856 0.474957 
848 2 0.788721 0.0420845 0.455751 
1058 3 0.908244 0.39137 0.432231 
44 2 0.961497 0.0552032 0.438853 
131 2 0.609787 0.389499 0.478703 
1057 2 0.900693 0.375662 0.447994 
292 1 0.528814 0.180395 0.478082 
442 1 0.61425 0.178618 0.555512 
454 2 0.607338 0.16663 0.533806 
436 1 0.615975 0.214357 0.549973 
451 2 0.589147 0.276673 0.505861 
435 1 0.594853 0.230314 0.527718 
433 1 0.626919 0.277698 0.548241 
434 1 0.603703 0.264321 0.523846 
452 2 0.578933 0.219549 0.516262 
447 1 0.632039 0.312388 0.554081 
293 1 0.515654 0.207289 0.499909 
145 1 0.928582 0.254289 0.547133 
147 2 0.91417 0.247943 0.526293 
146 1 0.943187 0.26166 0.568695 
458 2 0.632311 0.329272 0.534888 
132 2 0.541355 0.425862 0.495067 
130 1 0.564862 0.415301 0.491742 
129 1 0.588157 0.402543 0.486177 
294 1 0.509122 0.229878 0.510206 
192 2 0.505708 0.452457 0.529091 
301 2 0.763243 0.116499 0.559982 
52 2 0.668401 0.480817 0.543995 
297 1 0.7775 0.135888 0.570344 
50 1 0.68587 0.482609 0.565951 
272 2 0.613372 0.380646 0.572759 
455 2 0.60773 0.149677 0.652261 
72 2 0.558613 0.05706 0.686923 
70 1 0.559496 0.0294724 0.690154 
453 2 0.615598 0.137893 0.587199 
69 1 0.563339 0.0030971 0.69357 
441 1 0.61737 0.161809 0.583817 
222 1 0.701341 0.00540433 0.671394 
221 1 0.691995 0.0315206 0.655374 
220 1 0.6861 0.0568744 0.635212 
219 1 0.680739 0.0832536 0.619591 
223 2 0.675281 0.107542 0.610115 
176 2 0.694134 0.208233 0.630368 
570 2 0.503465 0.459133 0.705098 
1055 2 0.544369 0.207735 0.692875 
303 1 0.874997 0.0957598 0.613974 
304 1 0.899496 0.0891601 0.622941 
307 2 0.856813 0.105332 0.601454 
305 1 0.93613 0.0852643 0.635923 
306 1 0.959103 0.0706629 0.640353 
308 2 0.981628 0.0595066 0.645943 
443 1 0.614365 0.173861 0.646371 
456 2 0.613025 0.194954 0.695508 
440 1 0.619706 0.183814 0.613716 
444 1 0.6159 0.199463 0.669596 
439 1 0.633419 0.215711 0.608843 
445 1 0.616195 0.233222 0.659996 
457 2 0.606098 0.250573 0.675499 
448 1 0.640764 0.322177 0.586376 
446 1 0.634341 0.242743 0.631773 
438 1 0.635068 0.262684 0.578938 
460 2 0.644162 0.313109 0.640888 
450 1 0.635852 0.273653 0.611082 
449 1 0.640706 0.305814 0.617598 
211 2 0.659739 0.259578 0.684925 
566 2 0.627262 0.337779 0.713103 
437 1 0.634668 0.230078 0.576059 
51 2 0.719136 0.49095 0.606175 
175 2 0.732512 0.205133 0.698295 
173 1 0.721342 0.202843 0.674577 
174 1 0.705848 0.207007 0.652857 
298 1 0.795064 0.153943 0.579411 
299 1 0.81773 0.180556 0.594803 
302 2 0.849819 0.21518 0.615328 
300 1 0.835711 0.198705 0.604442 
148 2 0.956645 0.268754 0.590092 
40 2 0.849195 0.320088 0.666662 
38 1 0.861308 0.317103 0.68996 
49 1 0.701908 0.484445 0.58756 
207 1 0.671499 0.265656 0.706417 
270 1 0.616727 0.403546 0.582614 
497 1 0.54124 0.494171 0.667586 
509 2 0.558224 0.478527 0.679055 
269 1 0.614926 0.425752 0.597823 
498 1 0.511269 0.48336 0.652091 
459 2 0.649949 0.348688 0.588834 
563 2 0.545012 0.424696 0.669588 
547 1 0.569293 0.381802 0.685869 
564 2 0.581671 0.386626 0.66296 
268 1 0.61511 0.459779 0.614722 
546 1 0.543238 0.405821 0.687032 
267 1 0.611754 0.4852 0.62408 
510 2 0.503719 0.458397 0.653131 
1056 3 0.55482 0.230186 0.699976 
545 1 0.518472 0.409316 0.712441 
548 1 0.574722 0.356681 0.712109 
954 2 0.556035 0.0126539 0.808264 
266 2 0.529436 0.242923 0.782396 
106 1 0.53729 0.163463 0.771362 
105 1 0.538989 0.137264 0.77846 
107 2 0.538732 0.112255 0.78133 
559 1 0.502879 0.440026 0.721381 
108 2 0.530582 0.185661 0.763521 
569 2 0.504017 0.36327 0.834424 
555 1 0.570336 0.315077 0.811234 
80 2 0.969195 0.0272455 0.805572 
78 1 0.972468 0.00198697 0.802476 
263 1 0.543259 0.243873 0.73083 
264 1 0.532886 0.256662 0.760269 
554 1 0.603992 0.33958 0.725637 
552 1 0.577083 0.329757 0.780855 
553 1 0.605022 0.325182 0.75818 
565 2 0.627698 0.313708 0.765469 
558 1 0.524002 0.36215 0.788331 
556 1 0.54411 0.325893 0.832274 
567 2 0.583625 0.296282 0.817892 
557 1 0.523406 0.352302 0.820978 
568 2 0.543603 0.312803 0.856031 
562 1 0.509577 0.387595 0.767478 
212 2 0.717498 0.308046 0.802684 
209 1 0.701394 0.27988 0.760575 
208 1 0.686903 0.267622 0.72942 
210 1 0.708851 0.294107 0.783279 
549 1 0.550441 0.362418 0.7363 
551 1 0.549989 0.349707 0.768238 
550 1 0.5248 0.385016 0.735461 
39 2 0.870362 0.307058 0.739453 
262 1 0.507872 0.283193 0.750517 
37 1 0.866884 0.312951 0.715605 
364 1 0.515601 0.070375 0.975054 
349 1 0.532517 0.0217066 0.949771 
354 1 0.551337 0.01561 0.983111 
363 1 0.520095 0.0528357 0.944028 
825 2 0.623789 0.168597 0.977957 
376 2 0.551186 0.100024 1.00433 
367 2 0.524366 0.00755928 0.901295 
365 1 0.547969 0.0777851 0.991606 
374 2 0.511847 0.0589294 0.921163 
366 1 0.565909 0.0456065 0.996418 
144 2 0.809913 0.0214765 0.955932 
143 2 0.839427 0.0930066 0.958025 
142 1 0.821227 0.0442296 0.956043 
141 1 0.831448 0.0689632 0.956353 
821 1 0.643642 0.185902 0.977249 
817 1 0.608307 0.448914 0.999657 
177 1 0.602125 0.263252 0.913791 
178 1 0.613605 0.270454 0.890012 
179 2 0.589086 0.2564 0.936593 
180 2 0.626042 0.277345 0.868168 
822 1 0.648009 0.201215 0.949351 
823 1 0.654248 0.217666 0.924261 
826 2 0.660365 0.229433 0.903238 
247 2 0.77972 0.193588 0.981668 
116 2 0.64151 0.388333 0.902405 
816 1 0.584178 0.466114 0.986501 
815 1 0.563143 0.488476 0.975697 
819 2 0.539631 0.484251 0.967888 
113 1 0.665009 0.346015 0.881691 
114 1 0.651412 0.368819 0.888964 
115 2 0.677454 0.325482 0.873798 
243 1 0.765322 0.176288 0.997557 
824 2 0.659916 0.188866 0.998139 
59 2 0.685434 0.616756 0.0318046 
74 1 0.866686 0.754904 0.00061429 
73 1 0.848272 0.737154 0.00933519 
75 2 0.829773 0.721902 0.0182203 
290 2 0.987094 0.852463 0.0624209 
369 2 0.56046 0.885193 0.00772116 
371 2 0.607663 0.887141 0.0369289 
360 1 0.629995 0.928194 0.0606046 
361 1 0.627047 0.965792 0.0601593 
359 1 0.610502 0.913778 0.037401 
372 2 0.643015 0.914862 0.078502 
362 1 0.60538 0.974904 0.0375458 
356 1 0.587523 0.932081 0.0167017 
355 1 0.585096 0.969919 0.0131278 
373 2 0.641559 0.983671 0.0766675 
286 1 0.933837 0.906915 0.0158386 
288 1 0.971148 0.868968 0.0510452 
97 1 0.744771 0.90196 0.124226 
98 1 0.766404 0.905358 0.140227 
99 2 0.725671 0.897368 0.107577 
287 1 0.95441 0.88711 0.0396251 
57 1 0.690347 0.613579 0.00516827 
357 1 0.561992 0.911305 0.00369437 
273 1 0.525893 0.589922 0.204841 
274 1 0.505303 0.604167 0.192559 
277 2 0.540435 0.571484 0.216896 
168 2 0.90143 0.90805 0.244548 
166 1 0.916468 0.907921 0.267344 
258 1 0.735469 0.510613 0.279591 
100 2 0.790863 0.901933 0.147015 
35 2 0.840866 0.98261 0.25389 
259 2 0.63289 0.561043 0.302732 
255 1 0.656872 0.552677 0.30089 
256 1 0.681253 0.543142 0.297144 
158 1 0.972298 0.588074 0.314355 
157 1 0.945612 0.587055 0.320746 
159 2 0.919925 0.587289 0.328391 
309 1 0.847047 0.733607 0.387219 
310 1 0.821475 0.734036 0.395689 
311 1 0.78545 0.722142 0.400832 
312 1 0.759305 0.714762 0.399781 
314 2 0.733374 0.710717 0.398518 
313 2 0.872095 0.734444 0.379943 
47 2 0.901232 0.782087 0.407318 
877 1 0.708328 0.989372 0.420085 
45 1 0.87948 0.773297 0.418266 
257 1 0.713367 0.524125 0.287256 
167 2 0.933215 0.911326 0.315812 
165 1 0.924254 0.909239 0.293234 
160 2 0.996862 0.592459 0.311838 
1045 2 0.586029 0.664566 0.48825 
1030 1 0.58935 0.66726 0.511717 
1029 1 0.618617 0.656102 0.52772 
1044 2 0.636088 0.641652 0.516527 
1052 2 0.650816 0.611069 0.543812 
1028 1 0.621045 0.661755 0.56371 
1040 1 0.659531 0.618353 0.566051 
1021 1 0.509334 0.698948 0.567718 
1024 1 0.562737 0.680549 0.531598 
1043 2 0.53598 0.706575 0.490347 
18 1 0.972496 0.897791 0.556229 
1022 1 0.509649 0.706669 0.53344 
1025 1 0.566061 0.68304 0.568373 
1023 1 0.539417 0.701213 0.515335 
862 2 0.596945 0.72952 0.546064 
859 1 0.580159 0.747188 0.539167 
858 1 0.559756 0.766061 0.525382 
857 1 0.535629 0.782966 0.510645 
860 2 0.541667 0.797409 0.489191 
861 2 0.511248 0.785973 0.520295 
870 1 0.742691 0.812223 0.472076 
869 1 0.721217 0.787865 0.468532 
872 2 0.700743 0.790442 0.453293 
873 2 0.726236 0.7636 0.475862 
237 1 0.998781 0.978556 0.518046 
46 1 0.857415 0.7663 0.431617 
48 2 0.83921 0.76533 0.447632 
878 2 0.672918 0.939209 0.474925 
875 1 0.69077 0.937466 0.455999 
874 2 0.773869 0.855764 0.477265 
871 1 0.760053 0.835413 0.474196 
876 1 0.702185 0.962675 0.436742 
879 2 0.70727 0.91771 0.456947 
1051 2 0.698774 0.581752 0.561917 
20 2 0.953788 0.88362 0.551012 
17 1 0.993289 0.913977 0.562372 
241 2 0.981472 0.974963 0.536563 
850 2 0.712377 0.985788 0.496937 
496 1 0.551798 0.528753 0.666041 
511 2 0.586082 0.518653 0.70527 
499 1 0.576317 0.537497 0.690622 
500 1 0.58893 0.569589 0.690661 
495 1 0.530022 0.553423 0.648708 
502 1 0.546426 0.580819 0.662883 
501 1 0.566579 0.598664 0.683148 
512 2 0.610441 0.573494 0.703757 
1035 1 0.652358 0.648351 0.617734 
271 2 0.612342 0.510076 0.632032 
1034 1 0.648643 0.646813 0.582658 
513 2 0.566282 0.625004 0.687027 
1037 1 0.672768 0.623849 0.631688 
1049 2 0.677277 0.624252 0.657632 
841 1 0.661466 0.724328 0.704579 
1038 1 0.692473 0.599781 0.614016 
1039 1 0.684236 0.59623 0.580227 
1050 2 0.713728 0.588351 0.628634 
1026 1 0.53893 0.69309 0.587481 
1031 1 0.538302 0.691627 0.622617 
1027 1 0.595455 0.670902 0.58398 
1036 1 0.625579 0.665849 0.63594 
1032 1 0.565508 0.681749 0.634854 
1048 2 0.629224 0.67885 0.657977 
1033 1 0.595817 0.670305 0.618854 
1047 2 0.562011 0.682373 0.661267 
1046 2 0.51823 0.702389 0.634767 
134 1 0.865456 0.934594 0.692757 
843 2 0.724014 0.735618 0.654689 
842 2 0.740322 0.730285 0.694453 
839 1 0.72084 0.73282 0.679712 
840 1 0.692618 0.729097 0.692551 
152 2 0.632503 0.968011 0.678259 
150 1 0.646214 0.949595 0.687036 
151 2 0.673354 0.906773 0.70257 
149 1 0.660093 0.927045 0.694651 
224 2 0.702807 0.988056 0.686453 
71 2 0.569377 0.977401 0.69708 
136 2 0.843813 0.927918 0.678132 
133 1 0.885895 0.9409 0.7091 
810 1 0.570272 0.733638 0.765137 
811 1 0.557711 0.763157 0.764922 
814 2 0.553098 0.788479 0.765566 
809 1 0.586606 0.706847 0.768087 
813 2 0.574163 0.681855 0.758472 
812 2 0.613665 0.705258 0.773599 
844 2 0.645876 0.706477 0.714603 
938 1 0.503757 0.933632 0.806955 
941 1 0.556777 0.965142 0.824051 
937 1 0.529573 0.880372 0.839285 
939 1 0.535566 0.935666 0.824378 
953 2 0.580622 0.964383 0.834553 
952 2 0.572948 0.904944 0.848688 
940 1 0.551766 0.906299 0.834727 
943 1 0.510277 0.991324 0.79152 
79 2 0.976829 0.949823 0.792969 
942 1 0.543387 0.990605 0.805583 
77 1 0.974572 0.975165 0.797404 
135 2 0.904457 0.947969 0.725774 
818 2 0.574127 0.511555 0.971401 
60 2 0.701123 0.60615 0.95494 
58 1 0.697349 0.608611 0.979597 
936 1 0.543045 0.853537 0.859074 
950 2 0.539186 0.804985 0.878056 
935 1 0.528397 0.824467 0.863697 
351 1 0.540389 0.966849 0.932747 
350 1 0.531473 0.99885 0.924638 
368 2 0.538094 0.948566 0.915308 
951 2 0.563564 0.85923 0.869691 
353 1 0.561977 0.983159 0.987389 
370 2 0.522205 0.90908 0.97552 
358 1 0.540472 0.925369 0.982228 
352 1 0.548435 0.957572 0.965874 
285 1 0.918953 0.916126 0.99431 
289 2 0.905441 0.924906 0.974409 
76 2 0.882992 0.772027 0.992219 
